"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/perc_off_road","HR-PPO - rollout/perc_off_road__MIN","HR-PPO - rollout/perc_off_road__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/perc_off_road","PPO - rollout/perc_off_road__MIN","PPO - rollout/perc_off_road__MAX"
"26991124","2192","2192","2192","3.5667107105255127","3.5667107105255127","3.5667107105255127","","","","","",""
"26999935","","","","","","","2058","2058","2058","5.90452241897583","5.90452241897583","5.90452241897583"
"27013228","2194","2194","2194","7.246376991271973","7.246376991271973","7.246376991271973","","","","","",""
"27025049","","","","","","","2060","2060","2060","4.947368621826172","4.947368621826172","4.947368621826172"
"27038966","2196","2196","2196","5.1315789222717285","5.1315789222717285","5.1315789222717285","","","","","",""
"27052610","","","","","","","2062","2062","2062","3.885291337966919","3.885291337966919","3.885291337966919"
"27064461","2198","2198","2198","4.993065357208252","4.993065357208252","4.993065357208252","","","","","",""
"27077992","","","","","","","2064","2064","2064","4.77178430557251","4.77178430557251","4.77178430557251"
"27094995","2200","2200","2200","4.3632073402404785","4.3632073402404785","4.3632073402404785","","","","","",""
"27103738","","","","","","","2066","2066","2066","4.8370137214660645","4.8370137214660645","4.8370137214660645"
"27120476","2202","2202","2202","4.13223123550415","4.13223123550415","4.13223123550415","","","","","",""
"27137374","","","","","","","2068","2068","2068","2.9839327335357666","2.9839327335357666","2.9839327335357666"
"27145833","2204","2204","2204","5.08474588394165","5.08474588394165","5.08474588394165","","","","","",""
"27163001","","","","","","","2070","2070","2070","3.582395076751709","3.582395076751709","3.582395076751709"
"27171506","2206","2206","2206","3.480588912963867","3.480588912963867","3.480588912963867","","","","","",""
"27190907","2208","2208","2208","5.755395889282227","5.755395889282227","5.755395889282227","","","","","",""
"27191763","","","","","","","2072","2072","2072","2.982292652130127","2.982292652130127","2.982292652130127"
"27216404","2210","2210","2210","4.388298034667969","4.388298034667969","4.388298034667969","","","","","",""
"27220734","","","","","","","2074","2074","2074","4.436229228973389","4.436229228973389","4.436229228973389"
"27248464","2212","2212","2212","4.736275672912598","4.736275672912598","4.736275672912598","","","","","",""
"27249058","","","","","","","2076","2076","2076","5.38812780380249","5.38812780380249","5.38812780380249"
"27270722","2214","2214","2214","3.4321372509002686","3.4321372509002686","3.4321372509002686","","","","","",""
"27274979","","","","","","","2078","2078","2078","3.8854806423187256","3.8854806423187256","3.8854806423187256"
"27299028","2216","2216","2216","4.466501235961914","4.466501235961914","4.466501235961914","","","","","",""
"27300478","","","","","","","2080","2080","2080","3.495762825012207","3.495762825012207","3.495762825012207"
"27323710","2218","2218","2218","4.938271522521973","4.938271522521973","4.938271522521973","","","","","",""
"27326222","","","","","","","2082","2082","2082","4.651162624359131","4.651162624359131","4.651162624359131"
"27349827","2220","2220","2220","3.9318480491638184","3.9318480491638184","3.9318480491638184","","","","","",""
"27353733","","","","","","","2084","2084","2084","3.758654832839966","3.758654832839966","3.758654832839966"
"27376603","2222","2222","2222","5.454545497894287","5.454545497894287","5.454545497894287","","","","","",""
"27379841","","","","","","","2086","2086","2086","4.028197288513184","4.028197288513184","4.028197288513184"
"27401862","2224","2224","2224","5.234899520874023","5.234899520874023","5.234899520874023","","","","","",""
"27405615","","","","","","","2088","2088","2088","4.294478416442871","4.294478416442871","4.294478416442871"
"27430090","2226","2226","2226","4.744070053100586","4.744070053100586","4.744070053100586","","","","","",""
"27431644","","","","","","","2090","2090","2090","5.679512977600098","5.679512977600098","5.679512977600098"
"27459326","2228","2228","2228","4.662004470825195","4.662004470825195","4.662004470825195","","","","","",""
"27462494","","","","","","","2092","2092","2092","3.222996473312378","3.222996473312378","3.222996473312378"
"27488881","2230","2230","2230","3.567035675048828","3.567035675048828","3.567035675048828","","","","","",""
"27490267","","","","","","","2094","2094","2094","4.356435775756836","4.356435775756836","4.356435775756836"
"27515957","2232","2232","2232","5.835543632507324","5.835543632507324","5.835543632507324","","","","","",""
"27518811","","","","","","","2096","2096","2096","3.9855072498321533","3.9855072498321533","3.9855072498321533"
"27535588","2234","2234","2234","6.270627021789551","6.270627021789551","6.270627021789551","","","","","",""
"27546138","","","","","","","2098","2098","2098","3.7313432693481445","3.7313432693481445","3.7313432693481445"
"27555476","2236","2236","2236","4.844290733337402","4.844290733337402","4.844290733337402","","","","","",""
"27568791","","","","","","","2100","2100","2100","4.982618808746338","4.982618808746338","4.982618808746338"
"27580630","2238","2238","2238","4.615384578704834","4.615384578704834","4.615384578704834","","","","","",""
"27594872","","","","","","","2102","2102","2102","4.0201005935668945","4.0201005935668945","4.0201005935668945"
"27602950","2240","2240","2240","6.656101226806641","6.656101226806641","6.656101226806641","","","","","",""
"27617668","","","","","","","2104","2104","2104","4.8913044929504395","4.8913044929504395","4.8913044929504395"
"27625420","2242","2242","2242","6.847133636474609","6.847133636474609","6.847133636474609","","","","","",""
"27645313","","","","","","","2106","2106","2106","5.071770191192627","5.071770191192627","5.071770191192627"
"27655977","2244","2244","2244","4.301075458526611","4.301075458526611","4.301075458526611","","","","","",""
"27674328","","","","","","","2108","2108","2108","3.0898876190185547","3.0898876190185547","3.0898876190185547"
"27686823","2246","2246","2246","3.2110092639923096","3.2110092639923096","3.2110092639923096","","","","","",""
"27700524","","","","","","","2110","2110","2110","4.9544997215271","4.9544997215271","4.9544997215271"
"27712916","2248","2248","2248","3.1914894580841064","3.1914894580841064","3.1914894580841064","","","","","",""
"27723344","","","","","","","2112","2112","2112","4.713804721832275","4.713804721832275","4.713804721832275"
"27739401","2250","2250","2250","3.225806474685669","3.225806474685669","3.225806474685669","","","","","",""
"27746569","","","","","","","2114","2114","2114","5.314533710479736","5.314533710479736","5.314533710479736"
"27762442","2252","2252","2252","6.015037536621094","6.015037536621094","6.015037536621094","","","","","",""
"27775086","","","","","","","2116","2116","2116","2.652259349822998","2.652259349822998","2.652259349822998"
"27790658","2254","2254","2254","3.708439826965332","3.708439826965332","3.708439826965332","","","","","",""
"27804264","","","","","","","2118","2118","2118","3.3057851791381836","3.3057851791381836","3.3057851791381836"
"27815207","2256","2256","2256","2.9972751140594482","2.9972751140594482","2.9972751140594482","","","","","",""
"27831755","","","","","","","2120","2120","2120","4.343720436096191","4.343720436096191","4.343720436096191"
"27838069","2258","2258","2258","3.5493826866149902","3.5493826866149902","3.5493826866149902","","","","","",""
"27858005","","","","","","","2122","2122","2122","4.24481725692749","4.24481725692749","4.24481725692749"
"27864210","2260","2260","2260","4.311543941497803","4.311543941497803","4.311543941497803","","","","","",""
"27883894","","","","","","","2124","2124","2124","4.330312252044678","4.330312252044678","4.330312252044678"
"27893291","2262","2262","2262","4.0201005935668945","4.0201005935668945","4.0201005935668945","","","","","",""
"27911680","","","","","","","2126","2126","2126","2.741020679473877","2.741020679473877","2.741020679473877"
"27918765","2264","2264","2264","4.9275360107421875","4.9275360107421875","4.9275360107421875","","","","","",""
"27937225","","","","","","","2128","2128","2128","3.6842105388641357","3.6842105388641357","3.6842105388641357"
"27940395","2266","2266","2266","5.426356792449951","5.426356792449951","5.426356792449951","","","","","",""
"27967085","","","","","","","2130","2130","2130","3.472222328186035","3.472222328186035","3.472222328186035"
"27967839","2268","2268","2268","4.166666507720947","4.166666507720947","4.166666507720947","","","","","",""
"27988266","2270","2270","2270","4.718693256378174","4.718693256378174","4.718693256378174","","","","","",""
"27996831","","","","","","","2132","2132","2132","3.9096438884735107","3.9096438884735107","3.9096438884735107"
"28018831","2272","2272","2272","3.236607074737549","3.236607074737549","3.236607074737549","","","","","",""
"28027328","","","","","","","2134","2134","2134","3.0355594158172607","3.0355594158172607","3.0355594158172607"
"28040035","2274","2274","2274","6.180665493011475","6.180665493011475","6.180665493011475","","","","","",""
"28055203","","","","","","","2136","2136","2136","2.823315143585205","2.823315143585205","2.823315143585205"
"28069802","2276","2276","2276","3.7037036418914795","3.7037036418914795","3.7037036418914795","","","","","",""
"28086857","","","","","","","2138","2138","2138","3.0927834510803223","3.0927834510803223","3.0927834510803223"
"28095293","2278","2278","2278","3.901170253753662","3.901170253753662","3.901170253753662","","","","","",""
"28113792","","","","","","","2140","2140","2140","3.842364549636841","3.842364549636841","3.842364549636841"
"28125395","2280","2280","2280","4.147465229034424","4.147465229034424","4.147465229034424","","","","","",""
"28143930","","","","","","","2142","2142","2142","2.765388011932373","2.765388011932373","2.765388011932373"
"28152309","2282","2282","2282","5.320600509643555","5.320600509643555","5.320600509643555","","","","","",""
"28173675","","","","","","","2144","2144","2144","3.7168140411376953","3.7168140411376953","3.7168140411376953"
"28176016","2284","2284","2284","5.052005767822266","5.052005767822266","5.052005767822266","","","","","",""
"28203862","2286","2286","2286","2.560819387435913","2.560819387435913","2.560819387435913","","","","","",""
"28204355","","","","","","","2146","2146","2146","2.96610164642334","2.96610164642334","2.96610164642334"
"28220782","2288","2288","2288","7.889125823974609","7.889125823974609","7.889125823974609","","","","","",""
"28236217","","","","","","","2148","2148","2148","3.747870445251465","3.747870445251465","3.747870445251465"
"28238624","2290","2290","2290","7.358490467071533","7.358490467071533","7.358490467071533","","","","","",""
"28262390","","","","","","","2150","2150","2150","4.099999904632568","4.099999904632568","4.099999904632568"
"28263201","2292","2292","2292","5.610098361968994","5.610098361968994","5.610098361968994","","","","","",""
"28283884","2294","2294","2294","6.085526466369629","6.085526466369629","6.085526466369629","","","","","",""
"28296441","","","","","","","2152","2152","2152","2.7441484928131104","2.7441484928131104","2.7441484928131104"
"28306325","2296","2296","2296","5.678233623504639","5.678233623504639","5.678233623504639","","","","","",""
"28324521","","","","","","","2154","2154","2154","3.7771482467651367","3.7771482467651367","3.7771482467651367"
"28334476","2298","2298","2298","4.091455936431885","4.091455936431885","4.091455936431885","","","","","",""
"28355366","","","","","","","2156","2156","2156","3.237095355987549","3.237095355987549","3.237095355987549"
"28360287","2300","2300","2300","4.08432149887085","4.08432149887085","4.08432149887085","","","","","",""
"28386058","2302","2302","2302","6.133333206176758","6.133333206176758","6.133333206176758","","","","","",""
"28387744","","","","","","","2158","2158","2158","2.037489891052246","2.037489891052246","2.037489891052246"
"28408388","2304","2304","2304","5.66615629196167","5.66615629196167","5.66615629196167","","","","","",""
"28416984","","","","","","","2160","2160","2160","3.327338218688965","3.327338218688965","3.327338218688965"
"28434029","2306","2306","2306","4.74198055267334","4.74198055267334","4.74198055267334","","","","","",""
"28442232","","","","","","","2162","2162","2162","4.069176197052002","4.069176197052002","4.069176197052002"
"28462089","2308","2308","2308","2.88582181930542","2.88582181930542","2.88582181930542","","","","","",""
"28466941","","","","","","","2164","2164","2164","4.1797285079956055","4.1797285079956055","4.1797285079956055"
"28482650","2310","2310","2310","5.5284552574157715","5.5284552574157715","5.5284552574157715","","","","","",""
"28495304","","","","","","","2166","2166","2166","3.7174720764160156","3.7174720764160156","3.7174720764160156"
"28505998","2312","2312","2312","4.954955101013184","4.954955101013184","4.954955101013184","","","","","",""
"28523997","","","","","","","2168","2168","2168","4.011194229125977","4.011194229125977","4.011194229125977"
"28526353","2314","2314","2314","6.509945869445801","6.509945869445801","6.509945869445801","","","","","",""
"28543884","","","","","","","2170","2170","2170","5.789473533630371","5.789473533630371","5.789473533630371"
"28546658","2316","2316","2316","5.115511417388916","5.115511417388916","5.115511417388916","","","","","",""
"28572463","2318","2318","2318","4.576976299285889","4.576976299285889","4.576976299285889","","","","","",""
"28573304","","","","","","","2172","2172","2172","3.6874451637268066","3.6874451637268066","3.6874451637268066"
"28594401","2320","2320","2320","5.472636699676514","5.472636699676514","5.472636699676514","","","","","",""
"28602187","","","","","","","2174","2174","2174","4.069263935089111","4.069263935089111","4.069263935089111"
"28622614","2322","2322","2322","3.756476640701294","3.756476640701294","3.756476640701294","","","","","",""
"28634685","","","","","","","2176","2176","2176","3.259141445159912","3.259141445159912","3.259141445159912"
"28646486","2324","2324","2324","4.599406719207764","4.599406719207764","4.599406719207764","","","","","",""
"28667502","","","","","","","2178","2178","2178","2.5641026496887207","2.5641026496887207","2.5641026496887207"
"28677603","2326","2326","2326","3.7162163257598877","3.7162163257598877","3.7162163257598877","","","","","",""
"28695342","","","","","","","2180","2180","2180","4.143126010894775","4.143126010894775","4.143126010894775"
"28704298","2328","2328","2328","4.274611473083496","4.274611473083496","4.274611473083496","","","","","",""
"28723662","","","","","","","2182","2182","2182","2.9520294666290283","2.9520294666290283","2.9520294666290283"
"28729968","2330","2330","2330","4.395604610443115","4.395604610443115","4.395604610443115","","","","","",""
"28749531","","","","","","","2184","2184","2184","4.067460536956787","4.067460536956787","4.067460536956787"
"28754129","2332","2332","2332","3.741007089614868","3.741007089614868","3.741007089614868","","","","","",""
"28778783","2334","2334","2334","5.431755065917969","5.431755065917969","5.431755065917969","","","","","",""
"28779560","","","","","","","2186","2186","2186","3.8565022945404053","3.8565022945404053","3.8565022945404053"
"28799938","2336","2336","2336","4.440789699554443","4.440789699554443","4.440789699554443","","","","","",""
"28811685","","","","","","","2188","2188","2188","2.773109197616577","2.773109197616577","2.773109197616577"
"28825090","2338","2338","2338","6.389301776885986","6.389301776885986","6.389301776885986","","","","","",""
"28835954","","","","","","","2190","2190","2190","4.275286674499512","4.275286674499512","4.275286674499512"
"28845877","2340","2340","2340","4.746835231781006","4.746835231781006","4.746835231781006","","","","","",""
"28862132","","","","","","","2192","2192","2192","3.2128515243530273","3.2128515243530273","3.2128515243530273"
"28869648","2342","2342","2342","6.3444108963012695","6.3444108963012695","6.3444108963012695","","","","","",""
"28890659","","","","","","","2194","2194","2194","3.21665096282959","3.21665096282959","3.21665096282959"
"28894830","2344","2344","2344","4.874651908874512","4.874651908874512","4.874651908874512","","","","","",""
"28915156","","","","","","","2196","2196","2196","3.5147392749786377","3.5147392749786377","3.5147392749786377"
"28923383","2346","2346","2346","4.81622314453125","4.81622314453125","4.81622314453125","","","","","",""
"28948140","","","","","","","2198","2198","2198","3.1611411571502686","3.1611411571502686","3.1611411571502686"
"28949777","2348","2348","2348","4.070556163787842","4.070556163787842","4.070556163787842","","","","","",""
"28969714","2350","2350","2350","3.993344306945801","3.993344306945801","3.993344306945801","","","","","",""
"28977228","","","","","","","2200","2200","2200","3.9233577251434326","3.9233577251434326","3.9233577251434326"
"28993962","2352","2352","2352","5.233380317687988","5.233380317687988","5.233380317687988","","","","","",""
"29008003","","","","","","","2202","2202","2202","2.8144240379333496","2.8144240379333496","2.8144240379333496"
"29017542","2354","2354","2354","6.08695650100708","6.08695650100708","6.08695650100708","","","","","",""
"29037667","","","","","","","2204","2204","2204","3.231597900390625","3.231597900390625","3.231597900390625"
"29046139","2356","2356","2356","4.698795318603516","4.698795318603516","4.698795318603516","","","","","",""
"29066458","","","","","","","2206","2206","2206","3.3457248210906982","3.3457248210906982","3.3457248210906982"
"29069972","2358","2358","2358","4.050279140472412","4.050279140472412","4.050279140472412","","","","","",""
"29098958","","","","","","","2208","2208","2208","2.9244515895843506","2.9244515895843506","2.9244515895843506"
"29106023","2360","2360","2360","3.493013858795166","3.493013858795166","3.493013858795166","","","","","",""
"29120790","","","","","","","2210","2210","2210","4.796163082122803","4.796163082122803","4.796163082122803"
"29127571","2362","2362","2362","4.2586750984191895","4.2586750984191895","4.2586750984191895","","","","","",""
"29148950","2364","2364","2364","8.346709251403809","8.346709251403809","8.346709251403809","","","","","",""
"29149545","","","","","","","2212","2212","2212","3.1190927028656006","3.1190927028656006","3.1190927028656006"
"29177007","2366","2366","2366","4.438642501831055","4.438642501831055","4.438642501831055","","","","","",""
"29181899","","","","","","","2214","2214","2214","2.891566276550293","2.891566276550293","2.891566276550293"
"29196410","2368","2368","2368","5.892857074737549","5.892857074737549","5.892857074737549","","","","","",""
"29211212","","","","","","","2216","2216","2216","2.454545497894287","2.454545497894287","2.454545497894287"
"29217421","2370","2370","2370","7.284768104553223","7.284768104553223","7.284768104553223","","","","","",""
"29243020","","","","","","","2218","2218","2218","2.868852376937866","2.868852376937866","2.868852376937866"
"29245637","2372","2372","2372","3.6895673274993896","3.6895673274993896","3.6895673274993896","","","","","",""
"29271506","2374","2374","2374","6.09929084777832","6.09929084777832","6.09929084777832","","","","","",""
"29273455","","","","","","","2220","2220","2220","3.273040533065796","3.273040533065796","3.273040533065796"
"29291807","2376","2376","2376","3.896103858947754","3.896103858947754","3.896103858947754","","","","","",""
"29299761","","","","","","","2222","2222","2222","3.200000047683716","3.200000047683716","3.200000047683716"
"29313886","2378","2378","2378","5.124223709106445","5.124223709106445","5.124223709106445","","","","","",""
"29329536","","","","","","","2224","2224","2224","3.3035714626312256","3.3035714626312256","3.3035714626312256"
"29340000","2380","2380","2380","5.364511489868164","5.364511489868164","5.364511489868164","","","","","",""
"29358165","","","","","","","2226","2226","2226","3.278688430786133","3.278688430786133","3.278688430786133"
"29366494","2382","2382","2382","5.040872097015381","5.040872097015381","5.040872097015381","","","","","",""
"29385702","","","","","","","2228","2228","2228","4.295051574707031","4.295051574707031","4.295051574707031"
"29387445","2384","2384","2384","5.546751022338867","5.546751022338867","5.546751022338867","","","","","",""
"29407687","2386","2386","2386","5.8119659423828125","5.8119659423828125","5.8119659423828125","","","","","",""
"29416058","","","","","","","2230","2230","2230","3.1645569801330566","3.1645569801330566","3.1645569801330566"
"29436264","2388","2388","2388","3.2418951988220215","3.2418951988220215","3.2418951988220215","","","","","",""
"29449875","","","","","","","2232","2232","2232","2.0275750160217285","2.0275750160217285","2.0275750160217285"
"29459533","2390","2390","2390","4.860088348388672","4.860088348388672","4.860088348388672","","","","","",""
"29480060","","","","","","","2234","2234","2234","1.72860848903656","1.72860848903656","1.72860848903656"
"29484697","2392","2392","2392","6.916426658630371","6.916426658630371","6.916426658630371","","","","","",""
"29506719","","","","","","","2236","2236","2236","3.1187121868133545","3.1187121868133545","3.1187121868133545"
"29510692","2394","2394","2394","5.788712024688721","5.788712024688721","5.788712024688721","","","","","",""
"29536337","","","","","","","2238","2238","2238","2.206531286239624","2.206531286239624","2.206531286239624"
"29536986","2396","2396","2396","4.172274589538574","4.172274589538574","4.172274589538574","","","","","",""
"29558868","2398","2398","2398","5.376344203948975","5.376344203948975","5.376344203948975","","","","","",""
"29561641","","","","","","","2240","2240","2240","1.7346938848495483","1.7346938848495483","1.7346938848495483"
"29580529","2400","2400","2400","5.6692914962768555","5.6692914962768555","5.6692914962768555","","","","","",""
"29585634","","","","","","","2242","2242","2242","2.4918742179870605","2.4918742179870605","2.4918742179870605"
"29606509","2402","2402","2402","3.7940380573272705","3.7940380573272705","3.7940380573272705","","","","","",""
"29613455","","","","","","","2244","2244","2244","2.5169408321380615","2.5169408321380615","2.5169408321380615"
"29637284","2404","2404","2404","3.206650733947754","3.206650733947754","3.206650733947754","","","","","",""
"29638543","","","","","","","2246","2246","2246","2.7921407222747803","2.7921407222747803","2.7921407222747803"
"29665166","","","","","","","2248","2248","2248","3.17775559425354","3.17775559425354","3.17775559425354"
"29666467","2406","2406","2406","6.324582576751709","6.324582576751709","6.324582576751709","","","","","",""
"29688492","2408","2408","2408","5.337519645690918","5.337519645690918","5.337519645690918","","","","","",""
"29692134","","","","","","","2250","2250","2250","2.946768045425415","2.946768045425415","2.946768045425415"
"29714263","2410","2410","2410","4.774897575378418","4.774897575378418","4.774897575378418","","","","","",""
"29725433","","","","","","","2252","2252","2252","2.1294021606445312","2.1294021606445312","2.1294021606445312"
"29740749","2412","2412","2412","4.736842155456543","4.736842155456543","4.736842155456543","","","","","",""
"29750614","","","","","","","2254","2254","2254","2.428256034851074","2.428256034851074","2.428256034851074"
"29764096","2414","2414","2414","4.031007766723633","4.031007766723633","4.031007766723633","","","","","",""
"29778246","","","","","","","2256","2256","2256","2.7695350646972656","2.7695350646972656","2.7695350646972656"
"29791950","2416","2416","2416","4.695431709289551","4.695431709289551","4.695431709289551","","","","","",""
"29803171","","","","","","","2258","2258","2258","2.8632025718688965","2.8632025718688965","2.8632025718688965"
"29817336","2418","2418","2418","3.755215644836426","3.755215644836426","3.755215644836426","","","","","",""
"29830615","","","","","","","2260","2260","2260","3.228869915008545","3.228869915008545","3.228869915008545"
"29842604","2420","2420","2420","5.021520614624023","5.021520614624023","5.021520614624023","","","","","",""
"29862705","","","","","","","2262","2262","2262","2.2838499546051025","2.2838499546051025","2.2838499546051025"
"29869525","2422","2422","2422","4.260985374450684","4.260985374450684","4.260985374450684","","","","","",""
"29889446","","","","","","","2264","2264","2264","3.373015880584717","3.373015880584717","3.373015880584717"
"29895816","2424","2424","2424","3.9402174949645996","3.9402174949645996","3.9402174949645996","","","","","",""
"29920549","","","","","","","2266","2266","2266","3.13043475151062","3.13043475151062","3.13043475151062"
"29927105","2426","2426","2426","3.9772727489471436","3.9772727489471436","3.9772727489471436","","","","","",""
"29948545","","","","","","","2268","2268","2268","3.601895809173584","3.601895809173584","3.601895809173584"
"29949227","2428","2428","2428","5.967741966247559","5.967741966247559","5.967741966247559","","","","","",""
"29971553","","","","","","","2270","2270","2270","4.2056074142456055","4.2056074142456055","4.2056074142456055"
"29974467","2430","2430","2430","4.843304634094238","4.843304634094238","4.843304634094238","","","","","",""
"30000139","2432","2432","2432","4.802259922027588","4.802259922027588","4.802259922027588","","","","","",""
"30000240","","","","","","","2272","2272","2272","2.0389249324798584","2.0389249324798584","2.0389249324798584"
"30023658","","","","","","","2274","2274","2274","2.941176414489746","2.941176414489746","2.941176414489746"
"30029180","2434","2434","2434","2.088452100753784","2.088452100753784","2.088452100753784","","","","","",""
"30049666","","","","","","","2276","2276","2276","2.8484232425689697","2.8484232425689697","2.8484232425689697"
"30054728","2436","2436","2436","4.881450653076172","4.881450653076172","4.881450653076172","","","","","",""
"30079205","2438","2438","2438","4.6218485832214355","4.6218485832214355","4.6218485832214355","","","","","",""
"30083817","","","","","","","2278","2278","2278","2.3015873432159424","2.3015873432159424","2.3015873432159424"
"30101774","2440","2440","2440","7.02781867980957","7.02781867980957","7.02781867980957","","","","","",""
"30106142","","","","","","","2280","2280","2280","3.640500545501709","3.640500545501709","3.640500545501709"
"30132322","2442","2442","2442","4.220398426055908","4.220398426055908","4.220398426055908","","","","","",""
"30140806","","","","","","","2282","2282","2282","1.6253869533538818","1.6253869533538818","1.6253869533538818"
"30158214","2444","2444","2444","4.9780378341674805","4.9780378341674805","4.9780378341674805","","","","","",""
"30165499","","","","","","","2284","2284","2284","3.5522067546844482","3.5522067546844482","3.5522067546844482"
"30181522","2446","2446","2446","3.522205114364624","3.522205114364624","3.522205114364624","","","","","",""
"30193014","","","","","","","2286","2286","2286","3.6053130626678467","3.6053130626678467","3.6053130626678467"
"30211101","2458","2458","2458","4.3050432205200195","4.3050432205200195","4.3050432205200195","","","","","",""
"30224321","","","","","","","2288","2288","2288","2.651839256286621","2.651839256286621","2.651839256286621"
"30233400","2460","2460","2460","5.161290168762207","5.161290168762207","5.161290168762207","","","","","",""
"30254252","2462","2462","2462","6.771653652191162","6.771653652191162","6.771653652191162","","","","","",""
"30257891","","","","","","","2290","2290","2290","2.3274478912353516","2.3274478912353516","2.3274478912353516"
"30279889","2464","2464","2464","4.475524425506592","4.475524425506592","4.475524425506592","","","","","",""
"30284759","","","","","","","2292","2292","2292","2.785782814025879","2.785782814025879","2.785782814025879"
"30304235","2466","2466","2466","4.552590370178223","4.552590370178223","4.552590370178223","","","","","",""
"30311717","","","","","","","2294","2294","2294","2.1696252822875977","2.1696252822875977","2.1696252822875977"
"30325650","2468","2468","2468","4.851330280303955","4.851330280303955","4.851330280303955","","","","","",""
"30340816","","","","","","","2296","2296","2296","2.46350359916687","2.46350359916687","2.46350359916687"
"30345918","2470","2470","2470","5.211726188659668","5.211726188659668","5.211726188659668","","","","","",""
"30368297","2472","2472","2472","3.656597852706909","3.656597852706909","3.656597852706909","","","","","",""
"30373018","","","","","","","2298","2298","2298","2.068965435028076","2.068965435028076","2.068965435028076"
"30391862","2474","2474","2474","3.916083812713623","3.916083812713623","3.916083812713623","","","","","",""
"30401907","","","","","","","2300","2300","2300","2.483285665512085","2.483285665512085","2.483285665512085"
"30418901","2476","2476","2476","4.337050914764404","4.337050914764404","4.337050914764404","","","","","",""
"30427792","","","","","","","2302","2302","2302","2.8747432231903076","2.8747432231903076","2.8747432231903076"
"30445712","2478","2478","2478","3.3290653228759766","3.3290653228759766","3.3290653228759766","","","","","",""
"30453972","","","","","","","2304","2304","2304","2.355250358581543","2.355250358581543","2.355250358581543"
"30471384","2480","2480","2480","3.7634408473968506","3.7634408473968506","3.7634408473968506","","","","","",""
"30482754","","","","","","","2306","2306","2306","3.2527880668640137","3.2527880668640137","3.2527880668640137"
"30498575","2482","2482","2482","2.8894472122192383","2.8894472122192383","2.8894472122192383","","","","","",""
"30506781","","","","","","","2308","2308","2308","3.006681442260742","3.006681442260742","3.006681442260742"
"30523053","2484","2484","2484","7.044198989868164","7.044198989868164","7.044198989868164","","","","","",""
"30532814","","","","","","","2310","2310","2310","2.9622063636779785","2.9622063636779785","2.9622063636779785"
"30544402","2486","2486","2486","6.6445183753967285","6.6445183753967285","6.6445183753967285","","","","","",""
"30563793","","","","","","","2312","2312","2312","2.3529412746429443","2.3529412746429443","2.3529412746429443"
"30571607","2488","2488","2488","3.615960121154785","3.615960121154785","3.615960121154785","","","","","",""
"30586846","","","","","","","2314","2314","2314","3.7078652381896973","3.7078652381896973","3.7078652381896973"
"30597926","2490","2490","2490","4.5329670906066895","4.5329670906066895","4.5329670906066895","","","","","",""
"30615835","","","","","","","2316","2316","2316","2.8624191284179688","2.8624191284179688","2.8624191284179688"
"30623797","2492","2492","2492","4.570637226104736","4.570637226104736","4.570637226104736","","","","","",""
"30638889","","","","","","","2318","2318","2318","2.8636884689331055","2.8636884689331055","2.8636884689331055"
"30641905","2494","2494","2494","4.411764621734619","4.411764621734619","4.411764621734619","","","","","",""
"30661880","","","","","","","2320","2320","2320","2.2026431560516357","2.2026431560516357","2.2026431560516357"
"30667622","2496","2496","2496","4.067321300506592","4.067321300506592","4.067321300506592","","","","","",""
"30684730","","","","","","","2322","2322","2322","4.028436183929443","4.028436183929443","4.028436183929443"
"30696128","2498","2498","2498","5.043050289154053","5.043050289154053","5.043050289154053","","","","","",""
"30712836","","","","","","","2324","2324","2324","2.359882116317749","2.359882116317749","2.359882116317749"
"30719912","2500","2500","2500","4.179104328155518","4.179104328155518","4.179104328155518","","","","","",""
"30742943","2502","2502","2502","5.581395149230957","5.581395149230957","5.581395149230957","","","","","",""
"30743609","","","","","","","2326","2326","2326","2.71453595161438","2.71453595161438","2.71453595161438"
"30766713","","","","","","","2328","2328","2328","3.646408796310425","3.646408796310425","3.646408796310425"
"30768650","2504","2504","2504","4.788732528686523","4.788732528686523","4.788732528686523","","","","","",""
"30789455","","","","","","","2330","2330","2330","4.137930870056152","4.137930870056152","4.137930870056152"
"30799026","2506","2506","2506","5.336179256439209","5.336179256439209","5.336179256439209","","","","","",""
"30814979","","","","","","","2332","2332","2332","2.6399154663085938","2.6399154663085938","2.6399154663085938"
"30824277","2508","2508","2508","6.189821243286133","6.189821243286133","6.189821243286133","","","","","",""
"30849255","","","","","","","2334","2334","2334","1.8853102922439575","1.8853102922439575","1.8853102922439575"
"30853425","2510","2510","2510","3.751465320587158","3.751465320587158","3.751465320587158","","","","","",""
"30876876","","","","","","","2336","2336","2336","2.8818442821502686","2.8818442821502686","2.8818442821502686"
"30882243","2512","2512","2512","6.129807472229004","6.129807472229004","6.129807472229004","","","","","",""
"30900763","","","","","","","2338","2338","2338","2.5136611461639404","2.5136611461639404","2.5136611461639404"
"30913705","2514","2514","2514","2.8702640533447266","2.8702640533447266","2.8702640533447266","","","","","",""
"30930587","","","","","","","2340","2340","2340","2.51572322845459","2.51572322845459","2.51572322845459"
"30935826","2516","2516","2516","5.08474588394165","5.08474588394165","5.08474588394165","","","","","",""
