"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - rollout/perc_goal_achieved","HR-PPO - rollout/perc_goal_achieved__MIN","HR-PPO - rollout/perc_goal_achieved__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - rollout/perc_goal_achieved","PPO - rollout/perc_goal_achieved__MIN","PPO - rollout/perc_goal_achieved__MAX"
"25116136","2050","2050","2050","95.3539810180664","95.3539810180664","95.3539810180664","","","","","",""
"25136466","2052","2052","2052","93.80378723144531","93.80378723144531","93.80378723144531","","","","","",""
"25142867","","","","","","","1914","1914","1914","97.16981506347656","97.16981506347656","97.16981506347656"
"25160688","2054","2054","2054","93.50074005126953","93.50074005126953","93.50074005126953","","","","","",""
"25169120","","","","","","","1916","1916","1916","96.65653228759766","96.65653228759766","96.65653228759766"
"25185785","2056","2056","2056","93.50074005126953","93.50074005126953","93.50074005126953","","","","","",""
"25200801","","","","","","","1918","1918","1918","96.12068939208984","96.12068939208984","96.12068939208984"
"25207675","2058","2058","2058","93.60655975341797","93.60655975341797","93.60655975341797","","","","","",""
"25229104","","","","","","","1920","1920","1920","96.52333068847656","96.52333068847656","96.52333068847656"
"25234120","2060","2060","2060","93.54395294189453","93.54395294189453","93.54395294189453","","","","","",""
"25255283","","","","","","","1922","1922","1922","96.48397064208984","96.48397064208984","96.48397064208984"
"25262160","2062","2062","2062","93.84404754638672","93.84404754638672","93.84404754638672","","","","","",""
"25286496","","","","","","","1924","1924","1924","97.12108612060547","97.12108612060547","97.12108612060547"
"25288811","2064","2064","2064","94.24083709716797","94.24083709716797","94.24083709716797","","","","","",""
"25311412","2066","2066","2066","93.8943862915039","93.8943862915039","93.8943862915039","","","","","",""
"25318287","","","","","","","1926","1926","1926","97.15026092529297","97.15026092529297","97.15026092529297"
"25332185","2068","2068","2068","92.47863006591797","92.47863006591797","92.47863006591797","","","","","",""
"25347381","","","","","","","1928","1928","1928","96.55172729492188","96.55172729492188","96.55172729492188"
"25363150","2070","2070","2070","95.12760925292969","95.12760925292969","95.12760925292969","","","","","",""
"25378135","","","","","","","1930","1930","1930","96.62821960449219","96.62821960449219","96.62821960449219"
"25392389","2072","2072","2072","96.01542663574219","96.01542663574219","96.01542663574219","","","","","",""
"25403175","","","","","","","1932","1932","1932","96.33401489257812","96.33401489257812","96.33401489257812"
"25420771","2074","2074","2074","94.87179565429688","94.87179565429688","94.87179565429688","","","","","",""
"25432947","","","","","","","1934","1934","1934","96.80850982666016","96.80850982666016","96.80850982666016"
"25449553","2076","2076","2076","95.17491149902344","95.17491149902344","95.17491149902344","","","","","",""
"25461334","","","","","","","1936","1936","1936","96.17179870605469","96.17179870605469","96.17179870605469"
"25477330","2078","2078","2078","95.93392944335938","95.93392944335938","95.93392944335938","","","","","",""
"25490879","","","","","","","1938","1938","1938","96.88385009765625","96.88385009765625","96.88385009765625"
"25503931","2080","2080","2080","95.4308090209961","95.4308090209961","95.4308090209961","","","","","",""
"25516378","","","","","","","1940","1940","1940","96.19151306152344","96.19151306152344","96.19151306152344"
"25533585","2082","2082","2082","94.13875579833984","94.13875579833984","94.13875579833984","","","","","",""
"25541561","","","","","","","1942","1942","1942","96.5208740234375","96.5208740234375","96.5208740234375"
"25564890","2084","2084","2084","93.98844146728516","93.98844146728516","93.98844146728516","","","","","",""
"25565933","","","","","","","1944","1944","1944","95.30916595458984","95.30916595458984","95.30916595458984"
"25593706","2086","2086","2086","93.59296417236328","93.59296417236328","93.59296417236328","","","","","",""
"25596563","","","","","","","1946","1946","1946","97.25420379638672","97.25420379638672","97.25420379638672"
"25619637","2088","2088","2088","94.57994842529297","94.57994842529297","94.57994842529297","","","","","",""
"25621600","","","","","","","1948","1948","1948","96.5553207397461","96.5553207397461","96.5553207397461"
"25644915","2090","2090","2090","94.16666412353516","94.16666412353516","94.16666412353516","","","","","",""
"25652821","","","","","","","1950","1950","1950","97.2812271118164","97.2812271118164","97.2812271118164"
"25669347","2092","2092","2092","92.26519012451172","92.26519012451172","92.26519012451172","","","","","",""
"25685047","","","","","","","1952","1952","1952","96.702392578125","96.702392578125","96.702392578125"
"25690241","2094","2094","2094","92.66666412353516","92.66666412353516","92.66666412353516","","","","","",""
"25709851","","","","","","","1954","1954","1954","96.1923828125","96.1923828125","96.1923828125"
"25713313","2096","2096","2096","92.61363983154297","92.61363983154297","92.61363983154297","","","","","",""
"25736969","","","","","","","1956","1956","1956","97.12871551513672","97.12871551513672","97.12871551513672"
"25742737","2098","2098","2098","93.12976837158203","93.12976837158203","93.12976837158203","","","","","",""
"25763958","","","","","","","1958","1958","1958","95.71984100341797","95.71984100341797","95.71984100341797"
"25769282","2100","2100","2100","93.87223052978516","93.87223052978516","93.87223052978516","","","","","",""
"25795428","2102","2102","2102","92.56198120117188","92.56198120117188","92.56198120117188","","","","","",""
"25800779","","","","","","","1960","1960","1960","97.28915405273438","97.28915405273438","97.28915405273438"
"25823569","2104","2104","2104","94.36964416503906","94.36964416503906","94.36964416503906","","","","","",""
"25829826","","","","","","","1962","1962","1962","95.45844268798828","95.45844268798828","95.45844268798828"
"25855083","2106","2106","2106","94.39461517333984","94.39461517333984","94.39461517333984","","","","","",""
"25859625","","","","","","","1964","1964","1964","96.48197174072266","96.48197174072266","96.48197174072266"
"25886508","","","","","","","1966","1966","1966","96.53465270996094","96.53465270996094","96.53465270996094"
"25888973","2108","2108","2108","95.82440948486328","95.82440948486328","95.82440948486328","","","","","",""
"25914643","2110","2110","2110","91.7366943359375","91.7366943359375","91.7366943359375","","","","","",""
"25925515","","","","","","","1968","1968","1968","97.66963958740234","97.66963958740234","97.66963958740234"
"25939225","2112","2112","2112","93.12320709228516","93.12320709228516","93.12320709228516","","","","","",""
"25955605","","","","","","","1970","1970","1970","96.90812683105469","96.90812683105469","96.90812683105469"
"25964770","2114","2114","2114","91.7378921508789","91.7378921508789","91.7378921508789","","","","","",""
"25982857","","","","","","","1972","1972","1972","96.27766418457031","96.27766418457031","96.27766418457031"
"25996008","2116","2116","2116","95.01187896728516","95.01187896728516","95.01187896728516","","","","","",""
"26010593","","","","","","","1974","1974","1974","96.39315032958984","96.39315032958984","96.39315032958984"
"26018361","2118","2118","2118","92.22222137451172","92.22222137451172","92.22222137451172","","","","","",""
"26042625","","","","","","","1976","1976","1976","97.7905044555664","97.7905044555664","97.7905044555664"
"26044787","2120","2120","2120","92.87749481201172","92.87749481201172","92.87749481201172","","","","","",""
"26065714","2122","2122","2122","90.41322326660156","90.41322326660156","90.41322326660156","","","","","",""
"26066088","","","","","","","1978","1978","1978","96.05411529541016","96.05411529541016","96.05411529541016"
"26090718","","","","","","","1980","1980","1980","95.79287719726562","95.79287719726562","95.79287719726562"
"26091050","2124","2124","2124","93.52112579345703","93.52112579345703","93.52112579345703","","","","","",""
"26113521","2126","2126","2126","94.91778564453125","94.91778564453125","94.91778564453125","","","","","",""
"26113623","","","","","","","1982","1982","1982","95.27896881103516","95.27896881103516","95.27896881103516"
"26136009","","","","","","","1984","1984","1984","95.15766143798828","95.15766143798828","95.15766143798828"
"26138478","2128","2128","2128","93.24324035644531","93.24324035644531","93.24324035644531","","","","","",""
"26158301","2130","2130","2130","92.80821990966797","92.80821990966797","92.80821990966797","","","","","",""
"26161037","","","","","","","1986","1986","1986","96.25267791748047","96.25267791748047","96.25267791748047"
"26188226","2132","2132","2132","93.31770324707031","93.31770324707031","93.31770324707031","","","","","",""
"26189214","","","","","","","1988","1988","1988","96.74418640136719","96.74418640136719","96.74418640136719"
"26214997","","","","","","","1990","1990","1990","95.87939453125","95.87939453125","95.87939453125"
"26216632","2134","2134","2134","94.81193542480469","94.81193542480469","94.81193542480469","","","","","",""
"26236617","2136","2136","2136","91.06529235839844","91.06529235839844","91.06529235839844","","","","","",""
"26239461","","","","","","","1992","1992","1992","95.62433624267578","95.62433624267578","95.62433624267578"
"26262647","2138","2138","2138","92.77266693115234","92.77266693115234","92.77266693115234","","","","","",""
"26271629","","","","","","","1994","1994","1994","96.46961975097656","96.46961975097656","96.46961975097656"
"26290061","2140","2140","2140","93.88335418701172","93.88335418701172","93.88335418701172","","","","","",""
"26295590","","","","","","","1996","1996","1996","94.85213470458984","94.85213470458984","94.85213470458984"
"26314461","2142","2142","2142","94.92017364501953","94.92017364501953","94.92017364501953","","","","","",""
"26323775","","","","","","","1998","1998","1998","96.25228881835938","96.25228881835938","96.25228881835938"
"26341195","2144","2144","2144","95.40540313720703","95.40540313720703","95.40540313720703","","","","","",""
"26350135","","","","","","","2000","2000","2000","96.19512176513672","96.19512176513672","96.19512176513672"
"26366963","2146","2146","2146","95.55555725097656","95.55555725097656","95.55555725097656","","","","","",""
"26380020","","","","","","","2002","2002","2002","96.79653930664062","96.79653930664062","96.79653930664062"
"26394586","2148","2148","2148","93.16129302978516","93.16129302978516","93.16129302978516","","","","","",""
"26404843","","","","","","","2004","2004","2004","96.61572265625","96.61572265625","96.61572265625"
"26426979","2150","2150","2150","94.9726791381836","94.9726791381836","94.9726791381836","","","","","",""
"26430781","","","","","","","2006","2006","2006","97.0526351928711","97.0526351928711","97.0526351928711"
"26449750","2152","2152","2152","94.6236572265625","94.6236572265625","94.6236572265625","","","","","",""
"26461592","","","","","","","2008","2008","2008","97.34133911132812","97.34133911132812","97.34133911132812"
"26476386","2154","2154","2154","94.1734390258789","94.1734390258789","94.1734390258789","","","","","",""
"26489461","","","","","","","2010","2010","2010","97.23865509033203","97.23865509033203","97.23865509033203"
"26504369","2156","2156","2156","95.32373809814453","95.32373809814453","95.32373809814453","","","","","",""
"26515016","","","","","","","2012","2012","2012","96.85114288330078","96.85114288330078","96.85114288330078"
"26529374","2158","2158","2158","94.01709747314453","94.01709747314453","94.01709747314453","","","","","",""
"26539893","","","","","","","2014","2014","2014","95.76771545410156","95.76771545410156","95.76771545410156"
"26555249","2160","2160","2160","91.0810775756836","91.0810775756836","91.0810775756836","","","","","",""
"26567691","","","","","","","2016","2016","2016","96.08778381347656","96.08778381347656","96.08778381347656"
"26582420","2162","2162","2162","93.53169250488281","93.53169250488281","93.53169250488281","","","","","",""
"26597215","","","","","","","2018","2018","2018","96.22980499267578","96.22980499267578","96.22980499267578"
"26609553","2164","2164","2164","94.24657440185547","94.24657440185547","94.24657440185547","","","","","",""
"26624902","","","","","","","2020","2020","2020","96.94161224365234","96.94161224365234","96.94161224365234"
"26637920","2166","2166","2166","94.1992416381836","94.1992416381836","94.1992416381836","","","","","",""
"26648965","","","","","","","2022","2022","2022","95.1351318359375","95.1351318359375","95.1351318359375"
"26658085","2168","2168","2168","92.56865692138672","92.56865692138672","92.56865692138672","","","","","",""
"26680951","","","","","","","2024","2024","2024","97.32665252685547","97.32665252685547","97.32665252685547"
"26683910","2170","2170","2170","94.58333587646484","94.58333587646484","94.58333587646484","","","","","",""
"26704939","2172","2172","2172","92.65442657470703","92.65442657470703","92.65442657470703","","","","","",""
"26710226","","","","","","","2026","2026","2026","96.93693542480469","96.93693542480469","96.93693542480469"
"26734917","","","","","","","2028","2028","2028","95.89189147949219","95.89189147949219","95.89189147949219"
"26741538","2174","2174","2174","96.25615692138672","96.25615692138672","96.25615692138672","","","","","",""
"26760658","","","","","","","2030","2030","2030","96.07032012939453","96.07032012939453","96.07032012939453"
"26768291","2176","2176","2176","94.57672119140625","94.57672119140625","94.57672119140625","","","","","",""
"26783443","","","","","","","2032","2032","2032","95.66210174560547","95.66210174560547","95.66210174560547"
"26792739","2178","2178","2178","94.4117660522461","94.4117660522461","94.4117660522461","","","","","",""
"26811231","","","","","","","2034","2034","2034","95.6637191772461","95.6637191772461","95.6637191772461"
"26820085","2180","2180","2180","94.80692291259766","94.80692291259766","94.80692291259766","","","","","",""
"26844061","","","","","","","2036","2036","2036","97.19625854492188","97.19625854492188","97.19625854492188"
"26850727","2182","2182","2182","95.26066589355469","95.26066589355469","95.26066589355469","","","","","",""
"26870109","","","","","","","2048","2048","2048","97.05882263183594","97.05882263183594","97.05882263183594"
"26879335","2184","2184","2184","94.125","94.125","94.125","","","","","",""
"26901276","","","","","","","2050","2050","2050","97.43589782714844","97.43589782714844","97.43589782714844"
"26903982","2186","2186","2186","95.16837310791016","95.16837310791016","95.16837310791016","","","","","",""
"26926862","","","","","","","2052","2052","2052","95.505615234375","95.505615234375","95.505615234375"
"26937258","2188","2188","2188","95.59471130371094","95.59471130371094","95.59471130371094","","","","","",""
"26953542","","","","","","","2054","2054","2054","96.06299591064453","96.06299591064453","96.06299591064453"
"26965085","2190","2190","2190","93.95061492919922","93.95061492919922","93.95061492919922","","","","","",""
"26979917","","","","","","","2056","2056","2056","96.69007110595703","96.69007110595703","96.69007110595703"
"26991124","2192","2192","2192","94.18758392333984","94.18758392333984","94.18758392333984","","","","","",""
"26999935","","","","","","","2058","2058","2058","94.22110748291016","94.22110748291016","94.22110748291016"
"27013228","2194","2194","2194","91.46537780761719","91.46537780761719","91.46537780761719","","","","","",""
"27025049","","","","","","","2060","2060","2060","95.78947448730469","95.78947448730469","95.78947448730469"
"27038966","2196","2196","2196","92.89473724365234","92.89473724365234","92.89473724365234","","","","","",""
"27052610","","","","","","","2062","2062","2062","96.29972076416016","96.29972076416016","96.29972076416016"
"27064461","2198","2198","2198","93.8973617553711","93.8973617553711","93.8973617553711","","","","","",""
"27077992","","","","","","","2064","2064","2064","95.12448120117188","95.12448120117188","95.12448120117188"
"27094995","2200","2200","2200","94.3396224975586","94.3396224975586","94.3396224975586","","","","","",""
"27103738","","","","","","","2066","2066","2066","95.68875122070312","95.68875122070312","95.68875122070312"
"27120476","2202","2202","2202","94.76583862304688","94.76583862304688","94.76583862304688","","","","","",""
"27137374","","","","","","","2068","2068","2068","97.39862060546875","97.39862060546875","97.39862060546875"
"27145833","2204","2204","2204","93.78530883789062","93.78530883789062","93.78530883789062","","","","","",""
"27163001","","","","","","","2070","2070","2070","96.51995849609375","96.51995849609375","96.51995849609375"
"27171506","2206","2206","2206","95.0468521118164","95.0468521118164","95.0468521118164","","","","","",""
"27190907","2208","2208","2208","92.98561096191406","92.98561096191406","92.98561096191406","","","","","",""
"27191763","","","","","","","2072","2072","2072","97.57688903808594","97.57688903808594","97.57688903808594"
"27216404","2210","2210","2210","93.61701965332031","93.61701965332031","93.61701965332031","","","","","",""
"27220734","","","","","","","2074","2074","2074","96.11830139160156","96.11830139160156","96.11830139160156"
"27248464","2212","2212","2212","93.97201538085938","93.97201538085938","93.97201538085938","","","","","",""
"27249058","","","","","","","2076","2076","2076","95.707763671875","95.707763671875","95.707763671875"
"27270722","2214","2214","2214","94.69578552246094","94.69578552246094","94.69578552246094","","","","","",""
"27274979","","","","","","","2078","2078","2078","97.0347671508789","97.0347671508789","97.0347671508789"
"27299028","2216","2216","2216","92.55583190917969","92.55583190917969","92.55583190917969","","","","","",""
"27300478","","","","","","","2080","2080","2080","97.13983154296875","97.13983154296875","97.13983154296875"
"27323710","2218","2218","2218","94.23868560791016","94.23868560791016","94.23868560791016","","","","","",""
"27326222","","","","","","","2082","2082","2082","95.73643493652344","95.73643493652344","95.73643493652344"
"27349827","2220","2220","2220","94.62647247314453","94.62647247314453","94.62647247314453","","","","","",""
"27353733","","","","","","","2084","2084","2084","96.8348159790039","96.8348159790039","96.8348159790039"
"27376603","2222","2222","2222","92.59740447998047","92.59740447998047","92.59740447998047","","","","","",""
"27379841","","","","","","","2086","2086","2086","95.56898498535156","95.56898498535156","95.56898498535156"
"27401862","2224","2224","2224","93.42282104492188","93.42282104492188","93.42282104492188","","","","","",""
"27405615","","","","","","","2088","2088","2088","96.52351379394531","96.52351379394531","96.52351379394531"
"27430090","2226","2226","2226","92.50936126708984","92.50936126708984","92.50936126708984","","","","","",""
"27431644","","","","","","","2090","2090","2090","94.92900848388672","94.92900848388672","94.92900848388672"
"27459326","2228","2228","2228","93.00699615478516","93.00699615478516","93.00699615478516","","","","","",""
"27462494","","","","","","","2092","2092","2092","97.12543487548828","97.12543487548828","97.12543487548828"
"27488881","2230","2230","2230","95.57195281982422","95.57195281982422","95.57195281982422","","","","","",""
"27490267","","","","","","","2094","2094","2094","95.64356231689453","95.64356231689453","95.64356231689453"
"27515957","2232","2232","2232","91.11405944824219","91.11405944824219","91.11405944824219","","","","","",""
"27518811","","","","","","","2096","2096","2096","95.92391204833984","95.92391204833984","95.92391204833984"
"27535588","2234","2234","2234","91.74917602539062","91.74917602539062","91.74917602539062","","","","","",""
"27546138","","","","","","","2098","2098","2098","96.4552230834961","96.4552230834961","96.4552230834961"
"27555476","2236","2236","2236","94.11764526367188","94.11764526367188","94.11764526367188","","","","","",""
"27568791","","","","","","","2100","2100","2100","95.59675598144531","95.59675598144531","95.59675598144531"
"27580630","2238","2238","2238","93.00699615478516","93.00699615478516","93.00699615478516","","","","","",""
"27594872","","","","","","","2102","2102","2102","96.28141021728516","96.28141021728516","96.28141021728516"
"27602950","2240","2240","2240","92.23455047607422","92.23455047607422","92.23455047607422","","","","","",""
"27617668","","","","","","","2104","2104","2104","95.43478393554688","95.43478393554688","95.43478393554688"
"27625420","2242","2242","2242","92.03821563720703","92.03821563720703","92.03821563720703","","","","","",""
"27645313","","","","","","","2106","2106","2106","95.02392578125","95.02392578125","95.02392578125"
"27655977","2244","2244","2244","93.66786193847656","93.66786193847656","93.66786193847656","","","","","",""
"27674328","","","","","","","2108","2108","2108","96.91011047363281","96.91011047363281","96.91011047363281"
"27686823","2246","2246","2246","94.61009216308594","94.61009216308594","94.61009216308594","","","","","",""
"27700524","","","","","","","2110","2110","2110","95.24772644042969","95.24772644042969","95.24772644042969"
"27712916","2248","2248","2248","95.61170196533203","95.61170196533203","95.61170196533203","","","","","",""
"27723344","","","","","","","2112","2112","2112","95.51066589355469","95.51066589355469","95.51066589355469"
"27739401","2250","2250","2250","95.29570007324219","95.29570007324219","95.29570007324219","","","","","",""
"27746569","","","","","","","2114","2114","2114","95.01084899902344","95.01084899902344","95.01084899902344"
"27762442","2252","2252","2252","92.18045043945312","92.18045043945312","92.18045043945312","","","","","",""
"27775086","","","","","","","2116","2116","2116","97.34774017333984","97.34774017333984","97.34774017333984"
"27790658","2254","2254","2254","95.01278686523438","95.01278686523438","95.01278686523438","","","","","",""
"27804264","","","","","","","2118","2118","2118","96.14324951171875","96.14324951171875","96.14324951171875"
"27815207","2256","2256","2256","94.14169311523438","94.14169311523438","94.14169311523438","","","","","",""
"27831755","","","","","","","2120","2120","2120","95.7507095336914","95.7507095336914","95.7507095336914"
"27838069","2258","2258","2258","93.36419677734375","93.36419677734375","93.36419677734375","","","","","",""
"27858005","","","","","","","2122","2122","2122","95.9526138305664","95.9526138305664","95.9526138305664"
"27864210","2260","2260","2260","93.46314239501953","93.46314239501953","93.46314239501953","","","","","",""
"27883894","","","","","","","2124","2124","2124","95.87110137939453","95.87110137939453","95.87110137939453"
"27893291","2262","2262","2262","94.09547424316406","94.09547424316406","94.09547424316406","","","","","",""
"27911680","","","","","","","2126","2126","2126","96.88090515136719","96.88090515136719","96.88090515136719"
"27918765","2264","2264","2264","94.34782409667969","94.34782409667969","94.34782409667969","","","","","",""
"27937225","","","","","","","2128","2128","2128","96.21052551269531","96.21052551269531","96.21052551269531"
"27940395","2266","2266","2266","91.47286987304688","91.47286987304688","91.47286987304688","","","","","",""
"27967085","","","","","","","2130","2130","2130","96.44097137451172","96.44097137451172","96.44097137451172"
"27967839","2268","2268","2268","95.57291412353516","95.57291412353516","95.57291412353516","","","","","",""
"27988266","2270","2270","2270","93.46642303466797","93.46642303466797","93.46642303466797","","","","","",""
"27996831","","","","","","","2132","2132","2132","96.35099792480469","96.35099792480469","96.35099792480469"
"28018831","2272","2272","2272","96.09375","96.09375","96.09375","","","","","",""
"28027328","","","","","","","2134","2134","2134","95.66349029541016","95.66349029541016","95.66349029541016"
"28040035","2274","2274","2274","92.86846160888672","92.86846160888672","92.86846160888672","","","","","",""
"28055203","","","","","","","2136","2136","2136","96.81238555908203","96.81238555908203","96.81238555908203"
"28069802","2276","2276","2276","94.32098388671875","94.32098388671875","94.32098388671875","","","","","",""
"28086857","","","","","","","2138","2138","2138","96.64948272705078","96.64948272705078","96.64948272705078"
"28095293","2278","2278","2278","94.66840362548828","94.66840362548828","94.66840362548828","","","","","",""
"28113792","","","","","","","2140","2140","2140","96.25615692138672","96.25615692138672","96.25615692138672"
"28125395","2280","2280","2280","94.93087768554688","94.93087768554688","94.93087768554688","","","","","",""
"28143930","","","","","","","2142","2142","2142","96.8777847290039","96.8777847290039","96.8777847290039"
"28152309","2282","2282","2282","92.36016082763672","92.36016082763672","92.36016082763672","","","","","",""
"28173675","","","","","","","2144","2144","2144","95.92920684814453","95.92920684814453","95.92920684814453"
"28176016","2284","2284","2284","94.3536376953125","94.3536376953125","94.3536376953125","","","","","",""
"28203862","2286","2286","2286","94.75032043457031","94.75032043457031","94.75032043457031","","","","","",""
"28204355","","","","","","","2146","2146","2146","97.11864471435547","97.11864471435547","97.11864471435547"
"28220782","2288","2288","2288","91.4712142944336","91.4712142944336","91.4712142944336","","","","","",""
"28236217","","","","","","","2148","2148","2148","96.4224853515625","96.4224853515625","96.4224853515625"
"28238624","2290","2290","2290","91.13207244873047","91.13207244873047","91.13207244873047","","","","","",""
"28262390","","","","","","","2150","2150","2150","96","96","96"
"28263201","2292","2292","2292","93.26788330078125","93.26788330078125","93.26788330078125","","","","","",""
"28283884","2294","2294","2294","93.09210205078125","93.09210205078125","93.09210205078125","","","","","",""
"28296441","","","","","","","2152","2152","2152","97.41727447509766","97.41727447509766","97.41727447509766"
"28306325","2296","2296","2296","93.69084930419922","93.69084930419922","93.69084930419922","","","","","",""
"28324521","","","","","","","2154","2154","2154","96.3172836303711","96.3172836303711","96.3172836303711"
"28334476","2298","2298","2298","94.5848388671875","94.5848388671875","94.5848388671875","","","","","",""
"28355366","","","","","","","2156","2156","2156","96.3254623413086","96.3254623413086","96.3254623413086"
"28360287","2300","2300","2300","94.20289611816406","94.20289611816406","94.20289611816406","","","","","",""
"28386058","2302","2302","2302","92.4000015258789","92.4000015258789","92.4000015258789","","","","","",""
"28387744","","","","","","","2158","2158","2158","97.96250915527344","97.96250915527344","97.96250915527344"
"28408388","2304","2304","2304","93.10872650146484","93.10872650146484","93.10872650146484","","","","","",""
"28416984","","","","","","","2160","2160","2160","96.8525161743164","96.8525161743164","96.8525161743164"
"28434029","2306","2306","2306","93.16596984863281","93.16596984863281","93.16596984863281","","","","","",""
"28442232","","","","","","","2162","2162","2162","96.13428497314453","96.13428497314453","96.13428497314453"
"28462089","2308","2308","2308","94.73023986816406","94.73023986816406","94.73023986816406","","","","","",""
"28466941","","","","","","","2164","2164","2164","95.82027435302734","95.82027435302734","95.82027435302734"
"28482650","2310","2310","2310","92.68292999267578","92.68292999267578","92.68292999267578","","","","","",""
"28495304","","","","","","","2166","2166","2166","96.00371551513672","96.00371551513672","96.00371551513672"
"28505998","2312","2312","2312","93.39339447021484","93.39339447021484","93.39339447021484","","","","","",""
"28523997","","","","","","","2168","2168","2168","96.08209228515625","96.08209228515625","96.08209228515625"
"28526353","2314","2314","2314","91.13924407958984","91.13924407958984","91.13924407958984","","","","","",""
"28543884","","","","","","","2170","2170","2170","94.47368621826172","94.47368621826172","94.47368621826172"
"28546658","2316","2316","2316","92.90428924560547","92.90428924560547","92.90428924560547","","","","","",""
"28572463","2318","2318","2318","94.4521484375","94.4521484375","94.4521484375","","","","","",""
"28573304","","","","","","","2172","2172","2172","96.40035247802734","96.40035247802734","96.40035247802734"
"28594401","2320","2320","2320","92.86898803710938","92.86898803710938","92.86898803710938","","","","","",""
"28602187","","","","","","","2174","2174","2174","95.75757598876953","95.75757598876953","95.75757598876953"
"28622614","2322","2322","2322","95.46632385253906","95.46632385253906","95.46632385253906","","","","","",""
"28634685","","","","","","","2176","2176","2176","96.74085998535156","96.74085998535156","96.74085998535156"
"28646486","2324","2324","2324","94.0652847290039","94.0652847290039","94.0652847290039","","","","","",""
"28667502","","","","","","","2178","2178","2178","97.8494644165039","97.8494644165039","97.8494644165039"
"28677603","2326","2326","2326","95.72071838378906","95.72071838378906","95.72071838378906","","","","","",""
"28695342","","","","","","","2180","2180","2180","95.57438659667969","95.57438659667969","95.57438659667969"
"28704298","2328","2328","2328","94.55958557128906","94.55958557128906","94.55958557128906","","","","","",""
"28723662","","","","","","","2182","2182","2182","97.32472229003906","97.32472229003906","97.32472229003906"
"28729968","2330","2330","2330","94.5054931640625","94.5054931640625","94.5054931640625","","","","","",""
"28749531","","","","","","","2184","2184","2184","95.83333587646484","95.83333587646484","95.83333587646484"
"28754129","2332","2332","2332","94.10071563720703","94.10071563720703","94.10071563720703","","","","","",""
"28778783","2334","2334","2334","92.89693450927734","92.89693450927734","92.89693450927734","","","","","",""
"28779560","","","","","","","2186","2186","2186","96.32286834716797","96.32286834716797","96.32286834716797"
"28799938","2336","2336","2336","94.24342346191406","94.24342346191406","94.24342346191406","","","","","",""
"28811685","","","","","","","2188","2188","2188","96.80672454833984","96.80672454833984","96.80672454833984"
"28825090","2338","2338","2338","92.86775970458984","92.86775970458984","92.86775970458984","","","","","",""
"28835954","","","","","","","2190","2190","2190","95.4118881225586","95.4118881225586","95.4118881225586"
"28845877","2340","2340","2340","92.72151947021484","92.72151947021484","92.72151947021484","","","","","",""
"28862132","","","","","","","2192","2192","2192","96.8875503540039","96.8875503540039","96.8875503540039"
"28869648","2342","2342","2342","92.44712829589844","92.44712829589844","92.44712829589844","","","","","",""
"28890659","","","","","","","2194","2194","2194","96.7833480834961","96.7833480834961","96.7833480834961"
"28894830","2344","2344","2344","94.01113891601562","94.01113891601562","94.01113891601562","","","","","",""
"28915156","","","","","","","2196","2196","2196","96.37187957763672","96.37187957763672","96.37187957763672"
"28923383","2346","2346","2346","94.29657745361328","94.29657745361328","94.29657745361328","","","","","",""
"28948140","","","","","","","2198","2198","2198","96.91596221923828","96.91596221923828","96.91596221923828"
"28949777","2348","2348","2348","94.30122375488281","94.30122375488281","94.30122375488281","","","","","",""
"28969714","2350","2350","2350","95.00831604003906","95.00831604003906","95.00831604003906","","","","","",""
"28977228","","","","","","","2200","2200","2200","96.25912475585938","96.25912475585938","96.25912475585938"
"28993962","2352","2352","2352","93.77651977539062","93.77651977539062","93.77651977539062","","","","","",""
"29008003","","","","","","","2202","2202","2202","97.18557739257812","97.18557739257812","97.18557739257812"
"29017542","2354","2354","2354","92.17391204833984","92.17391204833984","92.17391204833984","","","","","",""
"29037667","","","","","","","2204","2204","2204","96.67863464355469","96.67863464355469","96.67863464355469"
"29046139","2356","2356","2356","94.33734893798828","94.33734893798828","94.33734893798828","","","","","",""
"29066458","","","","","","","2206","2206","2206","96.56134033203125","96.56134033203125","96.56134033203125"
"29069972","2358","2358","2358","94.69273376464844","94.69273376464844","94.69273376464844","","","","","",""
"29098958","","","","","","","2208","2208","2208","97.2380142211914","97.2380142211914","97.2380142211914"
"29106023","2360","2360","2360","95.50897979736328","95.50897979736328","95.50897979736328","","","","","",""
"29120790","","","","","","","2210","2210","2210","95.32373809814453","95.32373809814453","95.32373809814453"
"29127571","2362","2362","2362","94.1640396118164","94.1640396118164","94.1640396118164","","","","","",""
"29148950","2364","2364","2364","91.33226013183594","91.33226013183594","91.33226013183594","","","","","",""
"29149545","","","","","","","2212","2212","2212","96.6918716430664","96.6918716430664","96.6918716430664"
"29177007","2366","2366","2366","94.38642120361328","94.38642120361328","94.38642120361328","","","","","",""
"29181899","","","","","","","2214","2214","2214","96.78714752197266","96.78714752197266","96.78714752197266"
"29196410","2368","2368","2368","93.21428680419922","93.21428680419922","93.21428680419922","","","","","",""
"29211212","","","","","","","2216","2216","2216","97.7272720336914","97.7272720336914","97.7272720336914"
