"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/loss_kl_weighted","HR-PPO - regularize/loss_kl_weighted__MIN","HR-PPO - regularize/loss_kl_weighted__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/loss_kl_weighted","PPO - regularize/loss_kl_weighted__MIN","PPO - regularize/loss_kl_weighted__MAX"
"24443137","","","","","","","1864","1864","1864","0","0","0"
"24453441","1986","1986","1986","0.060476381331682205","0.060476381331682205","0.060476381331682205","","","","","",""
"24471788","","","","","","","1866","1866","1866","0","0","0"
"24477607","1988","1988","1988","0.05456438660621643","0.05456438660621643","0.05456438660621643","","","","","",""
"24501010","","","","","","","1868","1868","1868","0","0","0"
"24507162","1990","1990","1990","0.049665044993162155","0.049665044993162155","0.049665044993162155","","","","","",""
"24530769","","","","","","","1870","1870","1870","0","0","0"
"24536957","1992","1992","1992","0.0515083447098732","0.0515083447098732","0.0515083447098732","","","","","",""
"24555869","","","","","","","1872","1872","1872","0","0","0"
"24558602","1994","1994","1994","0.06349238753318787","0.06349238753318787","0.06349238753318787","","","","","",""
"24580251","1996","1996","1996","0.05792704224586487","0.05792704224586487","0.05792704224586487","","","","","",""
"24584252","","","","","","","1874","1874","1874","0","0","0"
"24607856","1998","1998","1998","0.0588536262512207","0.0588536262512207","0.0588536262512207","","","","","",""
"24613913","","","","","","","1876","1876","1876","0","0","0"
"24630257","2000","2000","2000","0.05972032994031906","0.05972032994031906","0.05972032994031906","","","","","",""
"24640460","","","","","","","1878","1878","1878","0","0","0"
"24651410","2002","2002","2002","0.06733518838882446","0.06733518838882446","0.06733518838882446","","","","","",""
"24670362","","","","","","","1880","1880","1880","0","0","0"
"24677566","2004","2004","2004","0.055038753896951675","0.055038753896951675","0.055038753896951675","","","","","",""
"24702391","","","","","","","1882","1882","1882","0","0","0"
"24709298","2006","2006","2006","0.05017514526844025","0.05017514526844025","0.05017514526844025","","","","","",""
"24731565","2008","2008","2008","0.05593214929103851","0.05593214929103851","0.05593214929103851","","","","","",""
"24732770","","","","","","","1884","1884","1884","0","0","0"
"24752338","2010","2010","2010","0.05887717008590698","0.05887717008590698","0.05887717008590698","","","","","",""
"24756281","","","","","","","1886","1886","1886","0","0","0"
"24771399","2012","2012","2012","0.046512212604284286","0.046512212604284286","0.046512212604284286","","","","","",""
"24782830","","","","","","","1888","1888","1888","0","0","0"
"24791891","2014","2014","2014","0.05889083817601204","0.05889083817601204","0.05889083817601204","","","","","",""
"24812422","","","","","","","1890","1890","1890","0","0","0"
"24816801","2016","2016","2016","0.053053803741931915","0.053053803741931915","0.053053803741931915","","","","","",""
"24840619","","","","","","","1892","1892","1892","0","0","0"
"24845620","2018","2018","2018","0.048834118992090225","0.048834118992090225","0.048834118992090225","","","","","",""
"24867223","","","","","","","1894","1894","1894","0","0","0"
"24869429","2020","2020","2020","0.04769010469317436","0.04769010469317436","0.04769010469317436","","","","","",""
"24892815","","","","","","","1896","1896","1896","0","0","0"
"24899159","2022","2022","2022","0.14413820207118988","0.14413820207118988","0.14413820207118988","","","","","",""
"24914957","","","","","","","1898","1898","1898","0","0","0"
"24923983","2024","2024","2024","0.0666666105389595","0.0666666105389595","0.0666666105389595","","","","","",""
"24939430","","","","","","","1900","1900","1900","0","0","0"
"24943626","2026","2026","2026","0.04938938841223717","0.04938938841223717","0.04938938841223717","","","","","",""
"24964545","","","","","","","1902","1902","1902","0","0","0"
"24971084","2028","2028","2028","0.058369286358356476","0.058369286358356476","0.058369286358356476","","","","","",""
"24993945","","","","","","","1904","1904","1904","0","0","0"
"24994479","2030","2030","2030","0.05090807378292084","0.05090807378292084","0.05090807378292084","","","","","",""
"25015720","2032","2032","2032","0.062303557991981506","0.062303557991981506","0.062303557991981506","","","","","",""
"25021014","","","","","","","1906","1906","1906","0","0","0"
"25034415","2034","2034","2034","0.05614586919546127","0.05614586919546127","0.05614586919546127","","","","","",""
"25048973","","","","","","","1908","1908","1908","0","0","0"
"25057217","2036","2036","2036","0.04107536002993584","0.04107536002993584","0.04107536002993584","","","","","",""
"25080825","","","","","","","1910","1910","1910","0","0","0"
"25083600","2048","2048","2048","0.033694472163915634","0.033694472163915634","0.033694472163915634","","","","","",""
"25109383","","","","","","","1912","1912","1912","0","0","0"
"25116136","2050","2050","2050","0.0473472997546196","0.0473472997546196","0.0473472997546196","","","","","",""
"25136466","2052","2052","2052","0.046286556869745255","0.046286556869745255","0.046286556869745255","","","","","",""
"25142867","","","","","","","1914","1914","1914","0","0","0"
"25160688","2054","2054","2054","0.06077691912651062","0.06077691912651062","0.06077691912651062","","","","","",""
"25169120","","","","","","","1916","1916","1916","0","0","0"
"25185785","2056","2056","2056","0.058997828513383865","0.058997828513383865","0.058997828513383865","","","","","",""
"25200801","","","","","","","1918","1918","1918","0","0","0"
"25207675","2058","2058","2058","0.07487949728965759","0.07487949728965759","0.07487949728965759","","","","","",""
"25229104","","","","","","","1920","1920","1920","0","0","0"
"25234120","2060","2060","2060","0.06431033462285995","0.06431033462285995","0.06431033462285995","","","","","",""
"25255283","","","","","","","1922","1922","1922","0","0","0"
"25262160","2062","2062","2062","0.05385216325521469","0.05385216325521469","0.05385216325521469","","","","","",""
"25286496","","","","","","","1924","1924","1924","0","0","0"
"25288811","2064","2064","2064","0.059266142547130585","0.059266142547130585","0.059266142547130585","","","","","",""
"25311412","2066","2066","2066","0.037924353033304214","0.037924353033304214","0.037924353033304214","","","","","",""
"25318287","","","","","","","1926","1926","1926","0","0","0"
"25332185","2068","2068","2068","0.04707791283726692","0.04707791283726692","0.04707791283726692","","","","","",""
"25347381","","","","","","","1928","1928","1928","0","0","0"
"25363150","2070","2070","2070","0.05532732978463173","0.05532732978463173","0.05532732978463173","","","","","",""
"25378135","","","","","","","1930","1930","1930","0","0","0"
"25392389","2072","2072","2072","0.057806726545095444","0.057806726545095444","0.057806726545095444","","","","","",""
"25403175","","","","","","","1932","1932","1932","0","0","0"
"25420771","2074","2074","2074","0.06017259880900383","0.06017259880900383","0.06017259880900383","","","","","",""
"25432947","","","","","","","1934","1934","1934","0","0","0"
"25449553","2076","2076","2076","0.05998370423913002","0.05998370423913002","0.05998370423913002","","","","","",""
"25461334","","","","","","","1936","1936","1936","0","0","0"
"25477330","2078","2078","2078","0.0619649738073349","0.0619649738073349","0.0619649738073349","","","","","",""
"25490879","","","","","","","1938","1938","1938","0","0","0"
"25503931","2080","2080","2080","0.06566891819238663","0.06566891819238663","0.06566891819238663","","","","","",""
"25516378","","","","","","","1940","1940","1940","0","0","0"
"25533585","2082","2082","2082","0.05535868555307388","0.05535868555307388","0.05535868555307388","","","","","",""
"25541561","","","","","","","1942","1942","1942","0","0","0"
"25564890","2084","2084","2084","0.06330403685569763","0.06330403685569763","0.06330403685569763","","","","","",""
"25565933","","","","","","","1944","1944","1944","0","0","0"
"25593706","2086","2086","2086","0.06741444021463394","0.06741444021463394","0.06741444021463394","","","","","",""
"25596563","","","","","","","1946","1946","1946","0","0","0"
"25619637","2088","2088","2088","0.05863586440682411","0.05863586440682411","0.05863586440682411","","","","","",""
"25621600","","","","","","","1948","1948","1948","0","0","0"
"25644915","2090","2090","2090","0.0569075345993042","0.0569075345993042","0.0569075345993042","","","","","",""
"25652821","","","","","","","1950","1950","1950","0","0","0"
"25669347","2092","2092","2092","0.05589137598872185","0.05589137598872185","0.05589137598872185","","","","","",""
"25685047","","","","","","","1952","1952","1952","0","0","0"
"25690241","2094","2094","2094","0.0676460713148117","0.0676460713148117","0.0676460713148117","","","","","",""
"25709851","","","","","","","1954","1954","1954","0","0","0"
"25713313","2096","2096","2096","0.05815277248620987","0.05815277248620987","0.05815277248620987","","","","","",""
"25736969","","","","","","","1956","1956","1956","0","0","0"
"25742737","2098","2098","2098","0.059483036398887634","0.059483036398887634","0.059483036398887634","","","","","",""
"25763958","","","","","","","1958","1958","1958","0","0","0"
"25769282","2100","2100","2100","0.05909791588783264","0.05909791588783264","0.05909791588783264","","","","","",""
"25795428","2102","2102","2102","0.06127557158470154","0.06127557158470154","0.06127557158470154","","","","","",""
"25800779","","","","","","","1960","1960","1960","0","0","0"
"25823569","2104","2104","2104","0.059812769293785095","0.059812769293785095","0.059812769293785095","","","","","",""
"25829826","","","","","","","1962","1962","1962","0","0","0"
"25855083","2106","2106","2106","0.05928117409348488","0.05928117409348488","0.05928117409348488","","","","","",""
"25859625","","","","","","","1964","1964","1964","0","0","0"
"25886508","","","","","","","1966","1966","1966","0","0","0"
"25888973","2108","2108","2108","0.05267207324504852","0.05267207324504852","0.05267207324504852","","","","","",""
"25914643","2110","2110","2110","0.051158104091882706","0.051158104091882706","0.051158104091882706","","","","","",""
"25925515","","","","","","","1968","1968","1968","0","0","0"
"25939225","2112","2112","2112","0.06226520240306854","0.06226520240306854","0.06226520240306854","","","","","",""
"25955605","","","","","","","1970","1970","1970","0","0","0"
"25964770","2114","2114","2114","0.05065951868891716","0.05065951868891716","0.05065951868891716","","","","","",""
"25982857","","","","","","","1972","1972","1972","0","0","0"
"25996008","2116","2116","2116","0.05860180780291557","0.05860180780291557","0.05860180780291557","","","","","",""
"26010593","","","","","","","1974","1974","1974","0","0","0"
"26018361","2118","2118","2118","0.049571823328733444","0.049571823328733444","0.049571823328733444","","","","","",""
"26042625","","","","","","","1976","1976","1976","0","0","0"
"26044787","2120","2120","2120","0.06952588260173798","0.06952588260173798","0.06952588260173798","","","","","",""
"26065714","2122","2122","2122","0.06455948203802109","0.06455948203802109","0.06455948203802109","","","","","",""
"26066088","","","","","","","1978","1978","1978","0","0","0"
"26090718","","","","","","","1980","1980","1980","0","0","0"
"26091050","2124","2124","2124","0.05620226263999939","0.05620226263999939","0.05620226263999939","","","","","",""
"26113521","2126","2126","2126","0.05671173334121704","0.05671173334121704","0.05671173334121704","","","","","",""
"26113623","","","","","","","1982","1982","1982","0","0","0"
"26136009","","","","","","","1984","1984","1984","0","0","0"
"26138478","2128","2128","2128","0.05435555428266525","0.05435555428266525","0.05435555428266525","","","","","",""
"26158301","2130","2130","2130","0.04657456651329994","0.04657456651329994","0.04657456651329994","","","","","",""
"26161037","","","","","","","1986","1986","1986","0","0","0"
"26188226","2132","2132","2132","0.05492664501070976","0.05492664501070976","0.05492664501070976","","","","","",""
"26189214","","","","","","","1988","1988","1988","0","0","0"
"26214997","","","","","","","1990","1990","1990","0","0","0"
"26216632","2134","2134","2134","0.05157708376646042","0.05157708376646042","0.05157708376646042","","","","","",""
"26236617","2136","2136","2136","0.055660102516412735","0.055660102516412735","0.055660102516412735","","","","","",""
"26239461","","","","","","","1992","1992","1992","0","0","0"
"26262647","2138","2138","2138","0.06252485513687134","0.06252485513687134","0.06252485513687134","","","","","",""
"26271629","","","","","","","1994","1994","1994","0","0","0"
"26290061","2140","2140","2140","0.05853355675935745","0.05853355675935745","0.05853355675935745","","","","","",""
"26295590","","","","","","","1996","1996","1996","0","0","0"
"26314461","2142","2142","2142","0.046446848660707474","0.046446848660707474","0.046446848660707474","","","","","",""
"26323775","","","","","","","1998","1998","1998","0","0","0"
"26341195","2144","2144","2144","0.06258907914161682","0.06258907914161682","0.06258907914161682","","","","","",""
"26350135","","","","","","","2000","2000","2000","0","0","0"
"26366963","2146","2146","2146","0.049670469015836716","0.049670469015836716","0.049670469015836716","","","","","",""
"26380020","","","","","","","2002","2002","2002","0","0","0"
"26394586","2148","2148","2148","0.05330229923129082","0.05330229923129082","0.05330229923129082","","","","","",""
"26404843","","","","","","","2004","2004","2004","0","0","0"
"26426979","2150","2150","2150","0.055736273527145386","0.055736273527145386","0.055736273527145386","","","","","",""
"26430781","","","","","","","2006","2006","2006","0","0","0"
"26449750","2152","2152","2152","0.06063884496688843","0.06063884496688843","0.06063884496688843","","","","","",""
"26461592","","","","","","","2008","2008","2008","0","0","0"
"26476386","2154","2154","2154","0.06257959455251694","0.06257959455251694","0.06257959455251694","","","","","",""
"26489461","","","","","","","2010","2010","2010","0","0","0"
"26504369","2156","2156","2156","0.03209437429904938","0.03209437429904938","0.03209437429904938","","","","","",""
"26515016","","","","","","","2012","2012","2012","0","0","0"
"26529374","2158","2158","2158","0.050647903233766556","0.050647903233766556","0.050647903233766556","","","","","",""
"26539893","","","","","","","2014","2014","2014","0","0","0"
"26555249","2160","2160","2160","0.059904392808675766","0.059904392808675766","0.059904392808675766","","","","","",""
"26567691","","","","","","","2016","2016","2016","0","0","0"
"26582420","2162","2162","2162","0.05551137402653694","0.05551137402653694","0.05551137402653694","","","","","",""
"26597215","","","","","","","2018","2018","2018","0","0","0"
"26609553","2164","2164","2164","0.05919680744409561","0.05919680744409561","0.05919680744409561","","","","","",""
"26624902","","","","","","","2020","2020","2020","0","0","0"
"26637920","2166","2166","2166","0.06246696785092354","0.06246696785092354","0.06246696785092354","","","","","",""
"26648965","","","","","","","2022","2022","2022","0","0","0"
"26658085","2168","2168","2168","0.057482410222291946","0.057482410222291946","0.057482410222291946","","","","","",""
"26680951","","","","","","","2024","2024","2024","0","0","0"
"26683910","2170","2170","2170","0.06567583978176117","0.06567583978176117","0.06567583978176117","","","","","",""
"26704939","2172","2172","2172","0.05531621351838112","0.05531621351838112","0.05531621351838112","","","","","",""
"26710226","","","","","","","2026","2026","2026","0","0","0"
"26734917","","","","","","","2028","2028","2028","0","0","0"
"26741538","2174","2174","2174","0.04537799581885338","0.04537799581885338","0.04537799581885338","","","","","",""
"26760658","","","","","","","2030","2030","2030","0","0","0"
"26768291","2176","2176","2176","0.060017574578523636","0.060017574578523636","0.060017574578523636","","","","","",""
"26783443","","","","","","","2032","2032","2032","0","0","0"
"26792739","2178","2178","2178","0.05553793907165527","0.05553793907165527","0.05553793907165527","","","","","",""
"26811231","","","","","","","2034","2034","2034","0","0","0"
"26820085","2180","2180","2180","0.062430381774902344","0.062430381774902344","0.062430381774902344","","","","","",""
"26844061","","","","","","","2036","2036","2036","0","0","0"
"26850727","2182","2182","2182","0.056639738380908966","0.056639738380908966","0.056639738380908966","","","","","",""
"26870109","","","","","","","2048","2048","2048","0","0","0"
"26879335","2184","2184","2184","0.06715892255306244","0.06715892255306244","0.06715892255306244","","","","","",""
"26901276","","","","","","","2050","2050","2050","0","0","0"
"26903982","2186","2186","2186","0.05834001302719116","0.05834001302719116","0.05834001302719116","","","","","",""
"26926862","","","","","","","2052","2052","2052","0","0","0"
"26937258","2188","2188","2188","0.04817953705787659","0.04817953705787659","0.04817953705787659","","","","","",""
"26953542","","","","","","","2054","2054","2054","0","0","0"
"26965085","2190","2190","2190","0.05434763804078102","0.05434763804078102","0.05434763804078102","","","","","",""
"26979917","","","","","","","2056","2056","2056","0","0","0"
"26991124","2192","2192","2192","0.0621587410569191","0.0621587410569191","0.0621587410569191","","","","","",""
"26999935","","","","","","","2058","2058","2058","0","0","0"
"27013228","2194","2194","2194","0.05689831078052521","0.05689831078052521","0.05689831078052521","","","","","",""
"27025049","","","","","","","2060","2060","2060","0","0","0"
"27038966","2196","2196","2196","0.05782999098300934","0.05782999098300934","0.05782999098300934","","","","","",""
"27052610","","","","","","","2062","2062","2062","0","0","0"
"27064461","2198","2198","2198","0.05661160126328468","0.05661160126328468","0.05661160126328468","","","","","",""
"27077992","","","","","","","2064","2064","2064","0","0","0"
"27094995","2200","2200","2200","0.06182219833135605","0.06182219833135605","0.06182219833135605","","","","","",""
"27103738","","","","","","","2066","2066","2066","0","0","0"
"27120476","2202","2202","2202","0.055813584476709366","0.055813584476709366","0.055813584476709366","","","","","",""
"27137374","","","","","","","2068","2068","2068","0","0","0"
"27145833","2204","2204","2204","0.0532805435359478","0.0532805435359478","0.0532805435359478","","","","","",""
"27163001","","","","","","","2070","2070","2070","0","0","0"
"27171506","2206","2206","2206","0.0775110125541687","0.0775110125541687","0.0775110125541687","","","","","",""
"27190907","2208","2208","2208","0.05685388296842575","0.05685388296842575","0.05685388296842575","","","","","",""
"27191763","","","","","","","2072","2072","2072","0","0","0"
"27216404","2210","2210","2210","0.06034659966826439","0.06034659966826439","0.06034659966826439","","","","","",""
"27220734","","","","","","","2074","2074","2074","0","0","0"
"27248464","2212","2212","2212","0.05621064081788063","0.05621064081788063","0.05621064081788063","","","","","",""
"27249058","","","","","","","2076","2076","2076","0","0","0"
"27270722","2214","2214","2214","0.05805147811770439","0.05805147811770439","0.05805147811770439","","","","","",""
"27274979","","","","","","","2078","2078","2078","0","0","0"
"27299028","2216","2216","2216","0.053625673055648804","0.053625673055648804","0.053625673055648804","","","","","",""
"27300478","","","","","","","2080","2080","2080","0","0","0"
"27323710","2218","2218","2218","0.05457828938961029","0.05457828938961029","0.05457828938961029","","","","","",""
"27326222","","","","","","","2082","2082","2082","0","0","0"
"27349827","2220","2220","2220","0.05686217546463013","0.05686217546463013","0.05686217546463013","","","","","",""
"27353733","","","","","","","2084","2084","2084","0","0","0"
"27376603","2222","2222","2222","0.04361104220151901","0.04361104220151901","0.04361104220151901","","","","","",""
"27379841","","","","","","","2086","2086","2086","0","0","0"
"27401862","2224","2224","2224","0.055065128952264786","0.055065128952264786","0.055065128952264786","","","","","",""
"27405615","","","","","","","2088","2088","2088","0","0","0"
"27430090","2226","2226","2226","0.05414756387472153","0.05414756387472153","0.05414756387472153","","","","","",""
"27431644","","","","","","","2090","2090","2090","0","0","0"
"27459326","2228","2228","2228","0.05181734636425972","0.05181734636425972","0.05181734636425972","","","","","",""
"27462494","","","","","","","2092","2092","2092","0","0","0"
"27488881","2230","2230","2230","0.046822674572467804","0.046822674572467804","0.046822674572467804","","","","","",""
"27490267","","","","","","","2094","2094","2094","0","0","0"
"27515957","2232","2232","2232","0.04824432358145714","0.04824432358145714","0.04824432358145714","","","","","",""
"27518811","","","","","","","2096","2096","2096","0","0","0"
"27535588","2234","2234","2234","0.0537436306476593","0.0537436306476593","0.0537436306476593","","","","","",""
"27546138","","","","","","","2098","2098","2098","0","0","0"
"27555476","2236","2236","2236","0.05672246962785721","0.05672246962785721","0.05672246962785721","","","","","",""
"27568791","","","","","","","2100","2100","2100","0","0","0"
"27580630","2238","2238","2238","0.06009605899453163","0.06009605899453163","0.06009605899453163","","","","","",""
"27594872","","","","","","","2102","2102","2102","0","0","0"
"27602950","2240","2240","2240","0.04717583209276199","0.04717583209276199","0.04717583209276199","","","","","",""
"27617668","","","","","","","2104","2104","2104","0","0","0"
"27625420","2242","2242","2242","0.05359619855880737","0.05359619855880737","0.05359619855880737","","","","","",""
"27645313","","","","","","","2106","2106","2106","0","0","0"
"27655977","2244","2244","2244","0.06086810678243637","0.06086810678243637","0.06086810678243637","","","","","",""
"27674328","","","","","","","2108","2108","2108","0","0","0"
"27686823","2246","2246","2246","0.0523572713136673","0.0523572713136673","0.0523572713136673","","","","","",""
"27700524","","","","","","","2110","2110","2110","0","0","0"
"27712916","2248","2248","2248","0.05566136911511421","0.05566136911511421","0.05566136911511421","","","","","",""
"27723344","","","","","","","2112","2112","2112","0","0","0"
"27739401","2250","2250","2250","0.05186387524008751","0.05186387524008751","0.05186387524008751","","","","","",""
"27746569","","","","","","","2114","2114","2114","0","0","0"
"27762442","2252","2252","2252","0.05818980187177658","0.05818980187177658","0.05818980187177658","","","","","",""
"27775086","","","","","","","2116","2116","2116","0","0","0"
"27790658","2254","2254","2254","0.05628063902258873","0.05628063902258873","0.05628063902258873","","","","","",""
"27804264","","","","","","","2118","2118","2118","0","0","0"
"27815207","2256","2256","2256","0.04684072732925415","0.04684072732925415","0.04684072732925415","","","","","",""
"27831755","","","","","","","2120","2120","2120","0","0","0"
"27838069","2258","2258","2258","0.05258907750248909","0.05258907750248909","0.05258907750248909","","","","","",""
"27858005","","","","","","","2122","2122","2122","0","0","0"
"27864210","2260","2260","2260","0.06693200021982193","0.06693200021982193","0.06693200021982193","","","","","",""
"27883894","","","","","","","2124","2124","2124","0","0","0"
"27893291","2262","2262","2262","0.054371487349271774","0.054371487349271774","0.054371487349271774","","","","","",""
"27911680","","","","","","","2126","2126","2126","0","0","0"
"27918765","2264","2264","2264","0.05232175812125206","0.05232175812125206","0.05232175812125206","","","","","",""
"27937225","","","","","","","2128","2128","2128","0","0","0"
"27940395","2266","2266","2266","0.060060903429985046","0.060060903429985046","0.060060903429985046","","","","","",""
"27967085","","","","","","","2130","2130","2130","0","0","0"
"27967839","2268","2268","2268","0.06051482632756233","0.06051482632756233","0.06051482632756233","","","","","",""
"27988266","2270","2270","2270","0.0495138056576252","0.0495138056576252","0.0495138056576252","","","","","",""
"27996831","","","","","","","2132","2132","2132","0","0","0"
"28018831","2272","2272","2272","0.05645128712058067","0.05645128712058067","0.05645128712058067","","","","","",""
"28027328","","","","","","","2134","2134","2134","0","0","0"
"28040035","2274","2274","2274","0.05003659427165985","0.05003659427165985","0.05003659427165985","","","","","",""
"28055203","","","","","","","2136","2136","2136","0","0","0"
"28069802","2276","2276","2276","0.051732297986745834","0.051732297986745834","0.051732297986745834","","","","","",""
"28086857","","","","","","","2138","2138","2138","0","0","0"
"28095293","2278","2278","2278","0.05864111706614494","0.05864111706614494","0.05864111706614494","","","","","",""
"28113792","","","","","","","2140","2140","2140","0","0","0"
"28125395","2280","2280","2280","0.050706878304481506","0.050706878304481506","0.050706878304481506","","","","","",""
"28143930","","","","","","","2142","2142","2142","0","0","0"
"28152309","2282","2282","2282","0.05405847355723381","0.05405847355723381","0.05405847355723381","","","","","",""
"28173675","","","","","","","2144","2144","2144","0","0","0"
"28176016","2284","2284","2284","0.04856344684958458","0.04856344684958458","0.04856344684958458","","","","","",""
"28203862","2286","2286","2286","0.061010006815195084","0.061010006815195084","0.061010006815195084","","","","","",""
"28204355","","","","","","","2146","2146","2146","0","0","0"
"28220782","2288","2288","2288","0.048704661428928375","0.048704661428928375","0.048704661428928375","","","","","",""
"28236217","","","","","","","2148","2148","2148","0","0","0"
"28238624","2290","2290","2290","0.05448179692029953","0.05448179692029953","0.05448179692029953","","","","","",""
"28262390","","","","","","","2150","2150","2150","0","0","0"
"28263201","2292","2292","2292","0.06552506238222122","0.06552506238222122","0.06552506238222122","","","","","",""
"28283884","2294","2294","2294","0.013178233057260513","0.013178233057260513","0.013178233057260513","","","","","",""
"28296441","","","","","","","2152","2152","2152","0","0","0"
"28306325","2296","2296","2296","0.056591615080833435","0.056591615080833435","0.056591615080833435","","","","","",""
"28324521","","","","","","","2154","2154","2154","0","0","0"
"28334476","2298","2298","2298","0.056317299604415894","0.056317299604415894","0.056317299604415894","","","","","",""
"28355366","","","","","","","2156","2156","2156","0","0","0"
"28360287","2300","2300","2300","0.04903186485171318","0.04903186485171318","0.04903186485171318","","","","","",""
"28386058","2302","2302","2302","0.06109440699219704","0.06109440699219704","0.06109440699219704","","","","","",""
"28387744","","","","","","","2158","2158","2158","0","0","0"
"28408388","2304","2304","2304","0.05796975642442703","0.05796975642442703","0.05796975642442703","","","","","",""
"28416984","","","","","","","2160","2160","2160","0","0","0"
"28434029","2306","2306","2306","0.05305308848619461","0.05305308848619461","0.05305308848619461","","","","","",""
"28442232","","","","","","","2162","2162","2162","0","0","0"
"28462089","2308","2308","2308","0.0649188682436943","0.0649188682436943","0.0649188682436943","","","","","",""
"28466941","","","","","","","2164","2164","2164","0","0","0"
"28482650","2310","2310","2310","0.05237119272351265","0.05237119272351265","0.05237119272351265","","","","","",""
"28495304","","","","","","","2166","2166","2166","0","0","0"
"28505998","2312","2312","2312","0.0675414577126503","0.0675414577126503","0.0675414577126503","","","","","",""
"28523997","","","","","","","2168","2168","2168","0","0","0"
"28526353","2314","2314","2314","0.050482165068387985","0.050482165068387985","0.050482165068387985","","","","","",""
"28543884","","","","","","","2170","2170","2170","0","0","0"
"28546658","2316","2316","2316","0.05904337763786316","0.05904337763786316","0.05904337763786316","","","","","",""
"28572463","2318","2318","2318","0.05375165119767189","0.05375165119767189","0.05375165119767189","","","","","",""
"28573304","","","","","","","2172","2172","2172","0","0","0"
"28594401","2320","2320","2320","0.05424266308546066","0.05424266308546066","0.05424266308546066","","","","","",""
"28602187","","","","","","","2174","2174","2174","0","0","0"
"28622614","2322","2322","2322","0.049982406198978424","0.049982406198978424","0.049982406198978424","","","","","",""
"28634685","","","","","","","2176","2176","2176","0","0","0"
"28646486","2324","2324","2324","0.053101520985364914","0.053101520985364914","0.053101520985364914","","","","","",""
"28667502","","","","","","","2178","2178","2178","0","0","0"
"28677603","2326","2326","2326","0.05905166268348694","0.05905166268348694","0.05905166268348694","","","","","",""
"28695342","","","","","","","2180","2180","2180","0","0","0"
"28704298","2328","2328","2328","0.05776882544159889","0.05776882544159889","0.05776882544159889","","","","","",""
"28723662","","","","","","","2182","2182","2182","0","0","0"
"28729968","2330","2330","2330","0.05477979779243469","0.05477979779243469","0.05477979779243469","","","","","",""
"28749531","","","","","","","2184","2184","2184","0","0","0"
"28754129","2332","2332","2332","0.07415228337049484","0.07415228337049484","0.07415228337049484","","","","","",""
"28778783","2334","2334","2334","0.06029326841235161","0.06029326841235161","0.06029326841235161","","","","","",""
"28779560","","","","","","","2186","2186","2186","0","0","0"
"28799938","2336","2336","2336","0.0604393444955349","0.0604393444955349","0.0604393444955349","","","","","",""
"28811685","","","","","","","2188","2188","2188","0","0","0"
"28825090","2338","2338","2338","0.06084490939974785","0.06084490939974785","0.06084490939974785","","","","","",""
"28835954","","","","","","","2190","2190","2190","0","0","0"
"28845877","2340","2340","2340","0.06228944659233093","0.06228944659233093","0.06228944659233093","","","","","",""
"28862132","","","","","","","2192","2192","2192","0","0","0"
"28869648","2342","2342","2342","0.05791902914643288","0.05791902914643288","0.05791902914643288","","","","","",""
"28890659","","","","","","","2194","2194","2194","0","0","0"
"28894830","2344","2344","2344","0.06051546335220337","0.06051546335220337","0.06051546335220337","","","","","",""
"28915156","","","","","","","2196","2196","2196","0","0","0"
"28923383","2346","2346","2346","0.057214200496673584","0.057214200496673584","0.057214200496673584","","","","","",""
"28948140","","","","","","","2198","2198","2198","0","0","0"
"28949777","2348","2348","2348","0.049591753631830215","0.049591753631830215","0.049591753631830215","","","","","",""
"28969714","2350","2350","2350","0.0594802051782608","0.0594802051782608","0.0594802051782608","","","","","",""
"28977228","","","","","","","2200","2200","2200","0","0","0"
"28993962","2352","2352","2352","0.05264397710561752","0.05264397710561752","0.05264397710561752","","","","","",""
"29008003","","","","","","","2202","2202","2202","0","0","0"
"29017542","2354","2354","2354","0.05804483965039253","0.05804483965039253","0.05804483965039253","","","","","",""
"29037667","","","","","","","2204","2204","2204","0","0","0"
"29046139","2356","2356","2356","0.040510665625333786","0.040510665625333786","0.040510665625333786","","","","","",""
"29066458","","","","","","","2206","2206","2206","0","0","0"
"29069972","2358","2358","2358","0.06267803907394409","0.06267803907394409","0.06267803907394409","","","","","",""
"29098958","","","","","","","2208","2208","2208","0","0","0"
"29106023","2360","2360","2360","0.07517386227846146","0.07517386227846146","0.07517386227846146","","","","","",""
"29120790","","","","","","","2210","2210","2210","0","0","0"
"29127571","2362","2362","2362","0.05274258553981781","0.05274258553981781","0.05274258553981781","","","","","",""
"29148950","2364","2364","2364","0.06427276879549026","0.06427276879549026","0.06427276879549026","","","","","",""
"29149545","","","","","","","2212","2212","2212","0","0","0"
"29177007","2366","2366","2366","0.059948213398456573","0.059948213398456573","0.059948213398456573","","","","","",""
"29181899","","","","","","","2214","2214","2214","0","0","0"
"29196410","2368","2368","2368","0.05388522520661354","0.05388522520661354","0.05388522520661354","","","","","",""
"29211212","","","","","","","2216","2216","2216","0","0","0"
"29217421","2370","2370","2370","0.06266806274652481","0.06266806274652481","0.06266806274652481","","","","","",""
"29243020","","","","","","","2218","2218","2218","0","0","0"
"29245637","2372","2372","2372","0.05592508986592293","0.05592508986592293","0.05592508986592293","","","","","",""
"29271506","2374","2374","2374","0.06695297360420227","0.06695297360420227","0.06695297360420227","","","","","",""
