"global_step","HR-PPO - _step","HR-PPO - _step__MIN","HR-PPO - _step__MAX","HR-PPO - regularize/kl_div","HR-PPO - regularize/kl_div__MIN","HR-PPO - regularize/kl_div__MAX","PPO - _step","PPO - _step__MIN","PPO - _step__MAX","PPO - regularize/kl_div","PPO - regularize/kl_div__MIN","PPO - regularize/kl_div__MAX"
"26870109","","","","","","","2048","2048","2048","27.081478118896484","27.081478118896484","27.081478118896484"
"26879335","2184","2184","2184","1.1193153858184814","1.1193153858184814","1.1193153858184814","","","","","",""
"26901276","","","","","","","2050","2050","2050","27.519702911376953","27.519702911376953","27.519702911376953"
"26903982","2186","2186","2186","0.972333550453186","0.972333550453186","0.972333550453186","","","","","",""
"26926862","","","","","","","2052","2052","2052","27.67559814453125","27.67559814453125","27.67559814453125"
"26937258","2188","2188","2188","0.8029922842979431","0.8029922842979431","0.8029922842979431","","","","","",""
"26953542","","","","","","","2054","2054","2054","27.727190017700195","27.727190017700195","27.727190017700195"
"26965085","2190","2190","2190","0.9057939648628235","0.9057939648628235","0.9057939648628235","","","","","",""
"26979917","","","","","","","2056","2056","2056","27.705738067626953","27.705738067626953","27.705738067626953"
"26991124","2192","2192","2192","1.0359790325164795","1.0359790325164795","1.0359790325164795","","","","","",""
"26999935","","","","","","","2058","2058","2058","27.00872039794922","27.00872039794922","27.00872039794922"
"27013228","2194","2194","2194","0.9483051896095276","0.9483051896095276","0.9483051896095276","","","","","",""
"27025049","","","","","","","2060","2060","2060","27.247854232788086","27.247854232788086","27.247854232788086"
"27038966","2196","2196","2196","0.963833212852478","0.963833212852478","0.963833212852478","","","","","",""
"27052610","","","","","","","2062","2062","2062","28.01315689086914","28.01315689086914","28.01315689086914"
"27064461","2198","2198","2198","0.9435266852378845","0.9435266852378845","0.9435266852378845","","","","","",""
"27077992","","","","","","","2064","2064","2064","27.362173080444336","27.362173080444336","27.362173080444336"
"27094995","2200","2200","2200","1.0303699970245361","1.0303699970245361","1.0303699970245361","","","","","",""
"27103738","","","","","","","2066","2066","2066","27.620990753173828","27.620990753173828","27.620990753173828"
"27120476","2202","2202","2202","0.9302263855934143","0.9302263855934143","0.9302263855934143","","","","","",""
"27137374","","","","","","","2068","2068","2068","27.609615325927734","27.609615325927734","27.609615325927734"
"27145833","2204","2204","2204","0.8880090713500977","0.8880090713500977","0.8880090713500977","","","","","",""
"27163001","","","","","","","2070","2070","2070","27.487972259521484","27.487972259521484","27.487972259521484"
"27171506","2206","2206","2206","1.291850209236145","1.291850209236145","1.291850209236145","","","","","",""
"27190907","2208","2208","2208","0.9475647211074829","0.9475647211074829","0.9475647211074829","","","","","",""
"27191763","","","","","","","2072","2072","2072","27.389314651489258","27.389314651489258","27.389314651489258"
"27216404","2210","2210","2210","1.0057766437530518","1.0057766437530518","1.0057766437530518","","","","","",""
"27220734","","","","","","","2074","2074","2074","28.272480010986328","28.272480010986328","28.272480010986328"
"27248464","2212","2212","2212","0.936843991279602","0.936843991279602","0.936843991279602","","","","","",""
"27249058","","","","","","","2076","2076","2076","27.41287612915039","27.41287612915039","27.41287612915039"
"27270722","2214","2214","2214","0.9675246477127075","0.9675246477127075","0.9675246477127075","","","","","",""
"27274979","","","","","","","2078","2078","2078","27.65240478515625","27.65240478515625","27.65240478515625"
"27299028","2216","2216","2216","0.8937612175941467","0.8937612175941467","0.8937612175941467","","","","","",""
"27300478","","","","","","","2080","2080","2080","27.68819236755371","27.68819236755371","27.68819236755371"
"27323710","2218","2218","2218","0.9096381664276123","0.9096381664276123","0.9096381664276123","","","","","",""
"27326222","","","","","","","2082","2082","2082","28.28120231628418","28.28120231628418","28.28120231628418"
"27349827","2220","2220","2220","0.947702944278717","0.947702944278717","0.947702944278717","","","","","",""
"27353733","","","","","","","2084","2084","2084","27.66490364074707","27.66490364074707","27.66490364074707"
"27376603","2222","2222","2222","0.726850688457489","0.726850688457489","0.726850688457489","","","","","",""
"27379841","","","","","","","2086","2086","2086","27.790699005126953","27.790699005126953","27.790699005126953"
"27401862","2224","2224","2224","0.9177521467208862","0.9177521467208862","0.9177521467208862","","","","","",""
"27405615","","","","","","","2088","2088","2088","27.58879280090332","27.58879280090332","27.58879280090332"
"27430090","2226","2226","2226","0.9024593830108643","0.9024593830108643","0.9024593830108643","","","","","",""
"27431644","","","","","","","2090","2090","2090","27.67827796936035","27.67827796936035","27.67827796936035"
"27459326","2228","2228","2228","0.8636224269866943","0.8636224269866943","0.8636224269866943","","","","","",""
"27462494","","","","","","","2092","2092","2092","28.03348159790039","28.03348159790039","28.03348159790039"
"27488881","2230","2230","2230","0.7803779244422913","0.7803779244422913","0.7803779244422913","","","","","",""
"27490267","","","","","","","2094","2094","2094","27.207345962524414","27.207345962524414","27.207345962524414"
"27515957","2232","2232","2232","0.8040720820426941","0.8040720820426941","0.8040720820426941","","","","","",""
"27518811","","","","","","","2096","2096","2096","27.81479835510254","27.81479835510254","27.81479835510254"
"27535588","2234","2234","2234","0.8957271575927734","0.8957271575927734","0.8957271575927734","","","","","",""
"27546138","","","","","","","2098","2098","2098","28.21405601501465","28.21405601501465","28.21405601501465"
"27555476","2236","2236","2236","0.9453744888305664","0.9453744888305664","0.9453744888305664","","","","","",""
"27568791","","","","","","","2100","2100","2100","27.797657012939453","27.797657012939453","27.797657012939453"
"27580630","2238","2238","2238","1.001600980758667","1.001600980758667","1.001600980758667","","","","","",""
"27594872","","","","","","","2102","2102","2102","27.76715850830078","27.76715850830078","27.76715850830078"
"27602950","2240","2240","2240","0.7862638831138611","0.7862638831138611","0.7862638831138611","","","","","",""
"27617668","","","","","","","2104","2104","2104","27.823400497436523","27.823400497436523","27.823400497436523"
"27625420","2242","2242","2242","0.893269956111908","0.893269956111908","0.893269956111908","","","","","",""
"27645313","","","","","","","2106","2106","2106","28.7108154296875","28.7108154296875","28.7108154296875"
"27655977","2244","2244","2244","1.0144684314727783","1.0144684314727783","1.0144684314727783","","","","","",""
"27674328","","","","","","","2108","2108","2108","27.692909240722656","27.692909240722656","27.692909240722656"
"27686823","2246","2246","2246","0.8726211786270142","0.8726211786270142","0.8726211786270142","","","","","",""
"27700524","","","","","","","2110","2110","2110","26.777856826782227","26.777856826782227","26.777856826782227"
"27712916","2248","2248","2248","0.9276894927024841","0.9276894927024841","0.9276894927024841","","","","","",""
"27723344","","","","","","","2112","2112","2112","28.52843475341797","28.52843475341797","28.52843475341797"
"27739401","2250","2250","2250","0.8643979430198669","0.8643979430198669","0.8643979430198669","","","","","",""
"27746569","","","","","","","2114","2114","2114","27.071067810058594","27.071067810058594","27.071067810058594"
"27762442","2252","2252","2252","0.9698300361633301","0.9698300361633301","0.9698300361633301","","","","","",""
"27775086","","","","","","","2116","2116","2116","28.136703491210938","28.136703491210938","28.136703491210938"
"27790658","2254","2254","2254","0.9380106329917908","0.9380106329917908","0.9380106329917908","","","","","",""
"27804264","","","","","","","2118","2118","2118","28.050006866455078","28.050006866455078","28.050006866455078"
"27815207","2256","2256","2256","0.7806788086891174","0.7806788086891174","0.7806788086891174","","","","","",""
"27831755","","","","","","","2120","2120","2120","28.082651138305664","28.082651138305664","28.082651138305664"
"27838069","2258","2258","2258","0.8764846324920654","0.8764846324920654","0.8764846324920654","","","","","",""
"27858005","","","","","","","2122","2122","2122","28.091440200805664","28.091440200805664","28.091440200805664"
"27864210","2260","2260","2260","1.1155333518981934","1.1155333518981934","1.1155333518981934","","","","","",""
"27883894","","","","","","","2124","2124","2124","28.18453025817871","28.18453025817871","28.18453025817871"
"27893291","2262","2262","2262","0.9061914682388306","0.9061914682388306","0.9061914682388306","","","","","",""
"27911680","","","","","","","2126","2126","2126","27.903820037841797","27.903820037841797","27.903820037841797"
"27918765","2264","2264","2264","0.8720293045043945","0.8720293045043945","0.8720293045043945","","","","","",""
"27937225","","","","","","","2128","2128","2128","27.47710418701172","27.47710418701172","27.47710418701172"
"27940395","2266","2266","2266","1.001015067100525","1.001015067100525","1.001015067100525","","","","","",""
"27967085","","","","","","","2130","2130","2130","27.747905731201172","27.747905731201172","27.747905731201172"
"27967839","2268","2268","2268","1.0085804462432861","1.0085804462432861","1.0085804462432861","","","","","",""
"27988266","2270","2270","2270","0.8252301216125488","0.8252301216125488","0.8252301216125488","","","","","",""
"27996831","","","","","","","2132","2132","2132","27.107879638671875","27.107879638671875","27.107879638671875"
"28018831","2272","2272","2272","0.9408547878265381","0.9408547878265381","0.9408547878265381","","","","","",""
"28027328","","","","","","","2134","2134","2134","27.26757049560547","27.26757049560547","27.26757049560547"
"28040035","2274","2274","2274","0.833943247795105","0.833943247795105","0.833943247795105","","","","","",""
"28055203","","","","","","","2136","2136","2136","28.806222915649414","28.806222915649414","28.806222915649414"
"28069802","2276","2276","2276","0.8622049689292908","0.8622049689292908","0.8622049689292908","","","","","",""
"28086857","","","","","","","2138","2138","2138","27.279205322265625","27.279205322265625","27.279205322265625"
"28095293","2278","2278","2278","0.97735196352005","0.97735196352005","0.97735196352005","","","","","",""
"28113792","","","","","","","2140","2140","2140","27.996946334838867","27.996946334838867","27.996946334838867"
"28125395","2280","2280","2280","0.8451146483421326","0.8451146483421326","0.8451146483421326","","","","","",""
"28143930","","","","","","","2142","2142","2142","28.04448127746582","28.04448127746582","28.04448127746582"
"28152309","2282","2282","2282","0.9009745717048645","0.9009745717048645","0.9009745717048645","","","","","",""
"28173675","","","","","","","2144","2144","2144","27.504661560058594","27.504661560058594","27.504661560058594"
"28176016","2284","2284","2284","0.8093907833099365","0.8093907833099365","0.8093907833099365","","","","","",""
"28203862","2286","2286","2286","1.0168334245681763","1.0168334245681763","1.0168334245681763","","","","","",""
"28204355","","","","","","","2146","2146","2146","27.734712600708008","27.734712600708008","27.734712600708008"
"28220782","2288","2288","2288","0.8117443323135376","0.8117443323135376","0.8117443323135376","","","","","",""
"28236217","","","","","","","2148","2148","2148","27.626972198486328","27.626972198486328","27.626972198486328"
"28238624","2290","2290","2290","0.9080299735069275","0.9080299735069275","0.9080299735069275","","","","","",""
"28262390","","","","","","","2150","2150","2150","27.71756935119629","27.71756935119629","27.71756935119629"
"28263201","2292","2292","2292","1.0920844078063965","1.0920844078063965","1.0920844078063965","","","","","",""
"28283884","2294","2294","2294","0.2196372151374817","0.2196372151374817","0.2196372151374817","","","","","",""
"28296441","","","","","","","2152","2152","2152","29.629304885864258","29.629304885864258","29.629304885864258"
"28306325","2296","2296","2296","0.9431936144828796","0.9431936144828796","0.9431936144828796","","","","","",""
"28324521","","","","","","","2154","2154","2154","25.02743911743164","25.02743911743164","25.02743911743164"
"28334476","2298","2298","2298","0.9386216402053833","0.9386216402053833","0.9386216402053833","","","","","",""
"28355366","","","","","","","2156","2156","2156","27.4235897064209","27.4235897064209","27.4235897064209"
"28360287","2300","2300","2300","0.8171977400779724","0.8171977400779724","0.8171977400779724","","","","","",""
"28386058","2302","2302","2302","1.0182400941848755","1.0182400941848755","1.0182400941848755","","","","","",""
"28387744","","","","","","","2158","2158","2158","27.317276000976562","27.317276000976562","27.317276000976562"
"28408388","2304","2304","2304","0.9661626219749451","0.9661626219749451","0.9661626219749451","","","","","",""
"28416984","","","","","","","2160","2160","2160","27.54976463317871","27.54976463317871","27.54976463317871"
"28434029","2306","2306","2306","0.884218156337738","0.884218156337738","0.884218156337738","","","","","",""
"28442232","","","","","","","2162","2162","2162","27.343013763427734","27.343013763427734","27.343013763427734"
"28462089","2308","2308","2308","1.0819811820983887","1.0819811820983887","1.0819811820983887","","","","","",""
"28466941","","","","","","","2164","2164","2164","28.046985626220703","28.046985626220703","28.046985626220703"
"28482650","2310","2310","2310","0.8728532195091248","0.8728532195091248","0.8728532195091248","","","","","",""
"28495304","","","","","","","2166","2166","2166","28.198196411132812","28.198196411132812","28.198196411132812"
"28505998","2312","2312","2312","1.1256909370422363","1.1256909370422363","1.1256909370422363","","","","","",""
"28523997","","","","","","","2168","2168","2168","27.271059036254883","27.271059036254883","27.271059036254883"
"28526353","2314","2314","2314","0.8413693904876709","0.8413693904876709","0.8413693904876709","","","","","",""
"28543884","","","","","","","2170","2170","2170","29.053874969482422","29.053874969482422","29.053874969482422"
"28546658","2316","2316","2316","0.984056293964386","0.984056293964386","0.984056293964386","","","","","",""
"28572463","2318","2318","2318","0.8958608508110046","0.8958608508110046","0.8958608508110046","","","","","",""
"28573304","","","","","","","2172","2172","2172","28.195783615112305","28.195783615112305","28.195783615112305"
"28594401","2320","2320","2320","0.9040443897247314","0.9040443897247314","0.9040443897247314","","","","","",""
"28602187","","","","","","","2174","2174","2174","27.255985260009766","27.255985260009766","27.255985260009766"
"28622614","2322","2322","2322","0.8330401182174683","0.8330401182174683","0.8330401182174683","","","","","",""
"28634685","","","","","","","2176","2176","2176","28.04499626159668","28.04499626159668","28.04499626159668"
"28646486","2324","2324","2324","0.8850253224372864","0.8850253224372864","0.8850253224372864","","","","","",""
"28667502","","","","","","","2178","2178","2178","27.914947509765625","27.914947509765625","27.914947509765625"
"28677603","2326","2326","2326","0.9841943979263306","0.9841943979263306","0.9841943979263306","","","","","",""
"28695342","","","","","","","2180","2180","2180","27.645387649536133","27.645387649536133","27.645387649536133"
"28704298","2328","2328","2328","0.9628137350082397","0.9628137350082397","0.9628137350082397","","","","","",""
"28723662","","","","","","","2182","2182","2182","27.81476593017578","27.81476593017578","27.81476593017578"
"28729968","2330","2330","2330","0.9129966497421265","0.9129966497421265","0.9129966497421265","","","","","",""
"28749531","","","","","","","2184","2184","2184","27.645994186401367","27.645994186401367","27.645994186401367"
"28754129","2332","2332","2332","1.235871434211731","1.235871434211731","1.235871434211731","","","","","",""
"28778783","2334","2334","2334","1.0048878192901611","1.0048878192901611","1.0048878192901611","","","","","",""
"28779560","","","","","","","2186","2186","2186","26.460065841674805","26.460065841674805","26.460065841674805"
"28799938","2336","2336","2336","1.0073224306106567","1.0073224306106567","1.0073224306106567","","","","","",""
"28811685","","","","","","","2188","2188","2188","28.383852005004883","28.383852005004883","28.383852005004883"
"28825090","2338","2338","2338","1.0140818357467651","1.0140818357467651","1.0140818357467651","","","","","",""
"28835954","","","","","","","2190","2190","2190","27.350360870361328","27.350360870361328","27.350360870361328"
"28845877","2340","2340","2340","1.0381574630737305","1.0381574630737305","1.0381574630737305","","","","","",""
"28862132","","","","","","","2192","2192","2192","27.96265983581543","27.96265983581543","27.96265983581543"
"28869648","2342","2342","2342","0.9653171300888062","0.9653171300888062","0.9653171300888062","","","","","",""
"28890659","","","","","","","2194","2194","2194","28.487977981567383","28.487977981567383","28.487977981567383"
"28894830","2344","2344","2344","1.0085910558700562","1.0085910558700562","1.0085910558700562","","","","","",""
"28915156","","","","","","","2196","2196","2196","27.649940490722656","27.649940490722656","27.649940490722656"
"28923383","2346","2346","2346","0.9535700082778931","0.9535700082778931","0.9535700082778931","","","","","",""
"28948140","","","","","","","2198","2198","2198","27.680511474609375","27.680511474609375","27.680511474609375"
"28949777","2348","2348","2348","0.8265292048454285","0.8265292048454285","0.8265292048454285","","","","","",""
"28969714","2350","2350","2350","0.9913367629051208","0.9913367629051208","0.9913367629051208","","","","","",""
"28977228","","","","","","","2200","2200","2200","27.178037643432617","27.178037643432617","27.178037643432617"
"28993962","2352","2352","2352","0.8773996233940125","0.8773996233940125","0.8773996233940125","","","","","",""
"29008003","","","","","","","2202","2202","2202","27.970991134643555","27.970991134643555","27.970991134643555"
"29017542","2354","2354","2354","0.9674140214920044","0.9674140214920044","0.9674140214920044","","","","","",""
"29037667","","","","","","","2204","2204","2204","27.59406280517578","27.59406280517578","27.59406280517578"
"29046139","2356","2356","2356","0.6751777529716492","0.6751777529716492","0.6751777529716492","","","","","",""
"29066458","","","","","","","2206","2206","2206","27.5657958984375","27.5657958984375","27.5657958984375"
"29069972","2358","2358","2358","1.0446339845657349","1.0446339845657349","1.0446339845657349","","","","","",""
"29098958","","","","","","","2208","2208","2208","28.22081184387207","28.22081184387207","28.22081184387207"
"29106023","2360","2360","2360","1.2528977394104004","1.2528977394104004","1.2528977394104004","","","","","",""
"29120790","","","","","","","2210","2210","2210","27.66047477722168","27.66047477722168","27.66047477722168"
"29127571","2362","2362","2362","0.8790431022644043","0.8790431022644043","0.8790431022644043","","","","","",""
"29148950","2364","2364","2364","1.0712127685546875","1.0712127685546875","1.0712127685546875","","","","","",""
"29149545","","","","","","","2212","2212","2212","27.869823455810547","27.869823455810547","27.869823455810547"
"29177007","2366","2366","2366","0.9991368651390076","0.9991368651390076","0.9991368651390076","","","","","",""
"29181899","","","","","","","2214","2214","2214","27.695253372192383","27.695253372192383","27.695253372192383"
"29196410","2368","2368","2368","0.8980870842933655","0.8980870842933655","0.8980870842933655","","","","","",""
"29211212","","","","","","","2216","2216","2216","27.469181060791016","27.469181060791016","27.469181060791016"
"29217421","2370","2370","2370","1.0444676876068115","1.0444676876068115","1.0444676876068115","","","","","",""
"29243020","","","","","","","2218","2218","2218","28.02109146118164","28.02109146118164","28.02109146118164"
"29245637","2372","2372","2372","0.932084858417511","0.932084858417511","0.932084858417511","","","","","",""
"29271506","2374","2374","2374","1.1158828735351562","1.1158828735351562","1.1158828735351562","","","","","",""
"29273455","","","","","","","2220","2220","2220","28.023807525634766","28.023807525634766","28.023807525634766"
"29291807","2376","2376","2376","0.5731942057609558","0.5731942057609558","0.5731942057609558","","","","","",""
"29299761","","","","","","","2222","2222","2222","27.23931312561035","27.23931312561035","27.23931312561035"
"29313886","2378","2378","2378","0.8443956971168518","0.8443956971168518","0.8443956971168518","","","","","",""
"29329536","","","","","","","2224","2224","2224","27.91908073425293","27.91908073425293","27.91908073425293"
"29340000","2380","2380","2380","0.9274924397468567","0.9274924397468567","0.9274924397468567","","","","","",""
"29358165","","","","","","","2226","2226","2226","28.08812713623047","28.08812713623047","28.08812713623047"
"29366494","2382","2382","2382","0.09321322292089462","0.09321322292089462","0.09321322292089462","","","","","",""
"29385702","","","","","","","2228","2228","2228","27.626846313476562","27.626846313476562","27.626846313476562"
"29387445","2384","2384","2384","0.8481191396713257","0.8481191396713257","0.8481191396713257","","","","","",""
"29407687","2386","2386","2386","0.9753413200378418","0.9753413200378418","0.9753413200378418","","","","","",""
"29416058","","","","","","","2230","2230","2230","28.125192642211914","28.125192642211914","28.125192642211914"
"29436264","2388","2388","2388","0.9569233655929565","0.9569233655929565","0.9569233655929565","","","","","",""
"29449875","","","","","","","2232","2232","2232","28.101266860961914","28.101266860961914","28.101266860961914"
"29459533","2390","2390","2390","0.9164100885391235","0.9164100885391235","0.9164100885391235","","","","","",""
"29480060","","","","","","","2234","2234","2234","28.690168380737305","28.690168380737305","28.690168380737305"
"29484697","2392","2392","2392","0.9122257828712463","0.9122257828712463","0.9122257828712463","","","","","",""
"29506719","","","","","","","2236","2236","2236","27.821456909179688","27.821456909179688","27.821456909179688"
"29510692","2394","2394","2394","0.8316381573677063","0.8316381573677063","0.8316381573677063","","","","","",""
"29536337","","","","","","","2238","2238","2238","27.527782440185547","27.527782440185547","27.527782440185547"
"29536986","2396","2396","2396","0.9880902767181396","0.9880902767181396","0.9880902767181396","","","","","",""
"29558868","2398","2398","2398","0.8781143426895142","0.8781143426895142","0.8781143426895142","","","","","",""
"29561641","","","","","","","2240","2240","2240","27.522146224975586","27.522146224975586","27.522146224975586"
"29580529","2400","2400","2400","0.9027386903762817","0.9027386903762817","0.9027386903762817","","","","","",""
"29585634","","","","","","","2242","2242","2242","28.37396240234375","28.37396240234375","28.37396240234375"
"29606509","2402","2402","2402","0.9732959866523743","0.9732959866523743","0.9732959866523743","","","","","",""
"29613455","","","","","","","2244","2244","2244","27.642990112304688","27.642990112304688","27.642990112304688"
"29637284","2404","2404","2404","1.0732437372207642","1.0732437372207642","1.0732437372207642","","","","","",""
"29638543","","","","","","","2246","2246","2246","28.530120849609375","28.530120849609375","28.530120849609375"
"29665166","","","","","","","2248","2248","2248","28.68477439880371","28.68477439880371","28.68477439880371"
"29666467","2406","2406","2406","1.027073621749878","1.027073621749878","1.027073621749878","","","","","",""
"29688492","2408","2408","2408","0.9147326946258545","0.9147326946258545","0.9147326946258545","","","","","",""
"29692134","","","","","","","2250","2250","2250","28.451587677001953","28.451587677001953","28.451587677001953"
"29714263","2410","2410","2410","0.6540282964706421","0.6540282964706421","0.6540282964706421","","","","","",""
"29725433","","","","","","","2252","2252","2252","28.570438385009766","28.570438385009766","28.570438385009766"
"29740749","2412","2412","2412","0.8680278062820435","0.8680278062820435","0.8680278062820435","","","","","",""
"29750614","","","","","","","2254","2254","2254","27.570674896240234","27.570674896240234","27.570674896240234"
"29764096","2414","2414","2414","0.8715700507164001","0.8715700507164001","0.8715700507164001","","","","","",""
"29778246","","","","","","","2256","2256","2256","26.891822814941406","26.891822814941406","26.891822814941406"
"29791950","2416","2416","2416","0.9332113265991211","0.9332113265991211","0.9332113265991211","","","","","",""
"29803171","","","","","","","2258","2258","2258","28.13067626953125","28.13067626953125","28.13067626953125"
"29817336","2418","2418","2418","0.8922244310379028","0.8922244310379028","0.8922244310379028","","","","","",""
"29830615","","","","","","","2260","2260","2260","28.07098388671875","28.07098388671875","28.07098388671875"
"29842604","2420","2420","2420","0.8372363448143005","0.8372363448143005","0.8372363448143005","","","","","",""
"29862705","","","","","","","2262","2262","2262","28.45330047607422","28.45330047607422","28.45330047607422"
"29869525","2422","2422","2422","0.9175261855125427","0.9175261855125427","0.9175261855125427","","","","","",""
"29889446","","","","","","","2264","2264","2264","28.35577392578125","28.35577392578125","28.35577392578125"
"29895816","2424","2424","2424","1.0299707651138306","1.0299707651138306","1.0299707651138306","","","","","",""
"29920549","","","","","","","2266","2266","2266","27.92316246032715","27.92316246032715","27.92316246032715"
"29927105","2426","2426","2426","1.0007884502410889","1.0007884502410889","1.0007884502410889","","","","","",""
"29948545","","","","","","","2268","2268","2268","28.2584228515625","28.2584228515625","28.2584228515625"
"29949227","2428","2428","2428","0.7796803116798401","0.7796803116798401","0.7796803116798401","","","","","",""
"29971553","","","","","","","2270","2270","2270","27.637557983398438","27.637557983398438","27.637557983398438"
"29974467","2430","2430","2430","1.0492287874221802","1.0492287874221802","1.0492287874221802","","","","","",""
"30000139","2432","2432","2432","0.8750841021537781","0.8750841021537781","0.8750841021537781","","","","","",""
"30000240","","","","","","","2272","2272","2272","28.31817626953125","28.31817626953125","28.31817626953125"
"30023658","","","","","","","2274","2274","2274","28.370603561401367","28.370603561401367","28.370603561401367"
"30029180","2434","2434","2434","1.056731939315796","1.056731939315796","1.056731939315796","","","","","",""
"30049666","","","","","","","2276","2276","2276","27.668184280395508","27.668184280395508","27.668184280395508"
"30054728","2436","2436","2436","0.7612946033477783","0.7612946033477783","0.7612946033477783","","","","","",""
"30079205","2438","2438","2438","0.8555320501327515","0.8555320501327515","0.8555320501327515","","","","","",""
"30083817","","","","","","","2278","2278","2278","27.644203186035156","27.644203186035156","27.644203186035156"
"30101774","2440","2440","2440","0.8751001954078674","0.8751001954078674","0.8751001954078674","","","","","",""
"30106142","","","","","","","2280","2280","2280","27.468505859375","27.468505859375","27.468505859375"
"30132322","2442","2442","2442","1.084709882736206","1.084709882736206","1.084709882736206","","","","","",""
"30140806","","","","","","","2282","2282","2282","27.91888999938965","27.91888999938965","27.91888999938965"
"30158214","2444","2444","2444","0.8096975088119507","0.8096975088119507","0.8096975088119507","","","","","",""
"30165499","","","","","","","2284","2284","2284","28.832218170166016","28.832218170166016","28.832218170166016"
"30181522","2446","2446","2446","0.7608270645141602","0.7608270645141602","0.7608270645141602","","","","","",""
"30193014","","","","","","","2286","2286","2286","28.21809959411621","28.21809959411621","28.21809959411621"
"30211101","2458","2458","2458","1.2476246356964111","1.2476246356964111","1.2476246356964111","","","","","",""
"30224321","","","","","","","2288","2288","2288","28.46544647216797","28.46544647216797","28.46544647216797"
"30233400","2460","2460","2460","0.9753732085227966","0.9753732085227966","0.9753732085227966","","","","","",""
"30254252","2462","2462","2462","1.0263031721115112","1.0263031721115112","1.0263031721115112","","","","","",""
"30257891","","","","","","","2290","2290","2290","27.547657012939453","27.547657012939453","27.547657012939453"
"30279889","2464","2464","2464","1.14850652217865","1.14850652217865","1.14850652217865","","","","","",""
"30284759","","","","","","","2292","2292","2292","27.776866912841797","27.776866912841797","27.776866912841797"
"30304235","2466","2466","2466","0.7856101989746094","0.7856101989746094","0.7856101989746094","","","","","",""
"30311717","","","","","","","2294","2294","2294","28.315471649169922","28.315471649169922","28.315471649169922"
"30325650","2468","2468","2468","1.0034316778182983","1.0034316778182983","1.0034316778182983","","","","","",""
"30340816","","","","","","","2296","2296","2296","28.82330894470215","28.82330894470215","28.82330894470215"
"30345918","2470","2470","2470","1.0860910415649414","1.0860910415649414","1.0860910415649414","","","","","",""
"30368297","2472","2472","2472","0.7890046238899231","0.7890046238899231","0.7890046238899231","","","","","",""
"30373018","","","","","","","2298","2298","2298","27.25872039794922","27.25872039794922","27.25872039794922"
"30391862","2474","2474","2474","1.2332895994186401","1.2332895994186401","1.2332895994186401","","","","","",""
"30401907","","","","","","","2300","2300","2300","27.963180541992188","27.963180541992188","27.963180541992188"
"30418901","2476","2476","2476","1.0468418598175049","1.0468418598175049","1.0468418598175049","","","","","",""
"30427792","","","","","","","2302","2302","2302","28.3348388671875","28.3348388671875","28.3348388671875"
"30445712","2478","2478","2478","0.9209175705909729","0.9209175705909729","0.9209175705909729","","","","","",""
"30453972","","","","","","","2304","2304","2304","27.822711944580078","27.822711944580078","27.822711944580078"
"30471384","2480","2480","2480","0.8539412617683411","0.8539412617683411","0.8539412617683411","","","","","",""
"30482754","","","","","","","2306","2306","2306","28.25971031188965","28.25971031188965","28.25971031188965"
"30498575","2482","2482","2482","1.059869408607483","1.059869408607483","1.059869408607483","","","","","",""
"30506781","","","","","","","2308","2308","2308","28.447660446166992","28.447660446166992","28.447660446166992"
"30523053","2484","2484","2484","0.9040543437004089","0.9040543437004089","0.9040543437004089","","","","","",""
"30532814","","","","","","","2310","2310","2310","28.082489013671875","28.082489013671875","28.082489013671875"
"30544402","2486","2486","2486","1.0407155752182007","1.0407155752182007","1.0407155752182007","","","","","",""
"30563793","","","","","","","2312","2312","2312","28.065231323242188","28.065231323242188","28.065231323242188"
"30571607","2488","2488","2488","1.0421018600463867","1.0421018600463867","1.0421018600463867","","","","","",""
"30586846","","","","","","","2314","2314","2314","24.342498779296875","24.342498779296875","24.342498779296875"
"30597926","2490","2490","2490","1.0034841299057007","1.0034841299057007","1.0034841299057007","","","","","",""
"30615835","","","","","","","2316","2316","2316","27.709638595581055","27.709638595581055","27.709638595581055"
"30623797","2492","2492","2492","0.9982476830482483","0.9982476830482483","0.9982476830482483","","","","","",""
"30638889","","","","","","","2318","2318","2318","27.792692184448242","27.792692184448242","27.792692184448242"
"30641905","2494","2494","2494","0.8020382523536682","0.8020382523536682","0.8020382523536682","","","","","",""
"30661880","","","","","","","2320","2320","2320","29.301393508911133","29.301393508911133","29.301393508911133"
"30667622","2496","2496","2496","1.083616852760315","1.083616852760315","1.083616852760315","","","","","",""
"30684730","","","","","","","2322","2322","2322","27.50431251525879","27.50431251525879","27.50431251525879"
"30696128","2498","2498","2498","1.0756915807724","1.0756915807724","1.0756915807724","","","","","",""
"30712836","","","","","","","2324","2324","2324","28.124361038208008","28.124361038208008","28.124361038208008"
"30719912","2500","2500","2500","0.9642084836959839","0.9642084836959839","0.9642084836959839","","","","","",""
"30742943","2502","2502","2502","0.9268461465835571","0.9268461465835571","0.9268461465835571","","","","","",""
"30743609","","","","","","","2326","2326","2326","28.54802703857422","28.54802703857422","28.54802703857422"
"30766713","","","","","","","2328","2328","2328","28.13936996459961","28.13936996459961","28.13936996459961"
"30768650","2504","2504","2504","0.9981775283813477","0.9981775283813477","0.9981775283813477","","","","","",""
"30789455","","","","","","","2330","2330","2330","28.37854766845703","28.37854766845703","28.37854766845703"
